# SOURCE: Synthetic data generated for Community Agri-PV project
# DATE: 2026-02-06
# DESCRIPTION: Daily weather data for Sinai Peninsula, Red Sea coast (~28N, 34E)
# UNITS: date=YYYY-MM-DD, temp_max_c=Celsius, temp_min_c=Celsius, solar_irradiance_kwh_m2=kWh/m2/day, wind_speed_ms=m/s, precip_mm=mm/day
# LOGIC: Temperature uses sinusoidal annual cycle + AR(1) year anomaly + daily noise. Solar uses latitude-based seasonal variation. Wind uses spring-peak seasonal pattern with gamma-distributed noise. Precipitation uses rare events (exponential) concentrated Nov-Feb.
# DEPENDENCIES: None (standalone dataset)
# ASSUMPTIONS: Hot arid desert climate (BWh Koppen). Summer max 38-46C, winter max 18-26C. Annual rainfall 20-80mm. Solar summer 6-8 kWh/m2/day, winter 3-5 kWh/m2/day. Wind 2-6 m/s average with occasional gusts to 12 m/s.
date,temp_max_c,temp_min_c,solar_irradiance_kwh_m2,wind_speed_ms,precip_mm,weather_scenario_id
2010-02-14,26.0,14.8,4.39,6.42,0.0,001
2010-02-15,23.2,15.2,4.42,4.29,0.0,001
2010-02-16,23.9,16.9,4.41,4.16,0.0,001
2010-02-17,22.1,15.1,5.08,5.8,0.0,001
2010-02-18,22.0,14.4,4.2,4.83,0.0,001
2010-02-19,26.1,16.3,5.15,4.1,0.0,001
2010-02-20,27.3,17.2,4.65,4.39,0.0,001
2010-02-21,24.6,12.5,4.37,4.54,0.0,001
2010-02-22,26.8,20.2,4.39,4.65,0.0,001
2010-02-23,25.6,16.7,4.53,5.01,0.0,001
2010-02-24,23.7,13.3,4.29,10.33,0.0,001
2010-02-25,25.9,18.1,5.08,5.73,0.0,001
2010-02-26,28.3,17.1,5.23,6.34,0.0,001
2010-02-27,25.3,16.1,5.29,4.54,0.0,001
2010-02-28,28.6,18.5,4.72,5.47,0.0,001
2010-03-01,20.4,11.5,5.09,4.87,0.0,001
2010-03-02,27.4,17.4,5.0,4.69,0.0,001
2010-03-03,26.0,13.9,5.28,4.58,0.0,001
2010-03-04,25.4,15.5,5.21,4.2,0.0,001
2010-03-05,26.3,17.8,5.11,5.37,0.0,001
2010-03-06,22.2,12.2,4.44,5.17,0.0,001
2010-03-07,25.9,17.0,5.07,5.92,0.0,001
2010-03-08,27.2,15.5,5.19,4.44,0.0,001
2010-03-09,29.6,19.4,4.94,7.42,0.0,001
2010-03-10,25.7,14.6,5.11,4.57,0.0,001
2010-03-11,25.3,16.2,4.79,4.6,0.0,001
2010-03-12,26.0,15.8,5.14,5.06,0.0,001
2010-03-13,29.0,19.7,5.44,4.41,0.0,001
2010-03-14,28.0,19.2,5.98,6.33,0.0,001
2010-03-15,26.4,17.0,5.0,4.71,0.0,001
2010-03-16,28.6,18.6,5.35,5.03,0.0,001
2010-03-17,28.0,16.0,5.08,4.94,0.0,001
2010-03-18,29.9,19.3,5.38,5.05,0.0,001
2010-03-19,26.7,15.3,5.36,4.99,0.0,001
2010-03-20,27.6,16.4,5.71,4.53,0.0,001
2010-03-21,27.6,16.3,5.78,4.52,0.0,001
2010-03-22,25.6,13.4,5.56,4.24,0.0,001
2010-03-23,29.3,15.6,5.5,5.26,0.0,001
2010-03-24,29.4,17.5,5.91,5.02,0.0,001
2010-03-25,29.0,18.4,5.64,4.51,0.0,001
2010-03-26,28.7,15.7,6.04,5.28,0.0,001
2010-03-27,26.5,15.5,5.18,4.89,0.0,001
2010-03-28,28.6,20.5,6.16,4.45,0.0,001
2010-03-29,29.0,19.4,5.52,6.68,0.0,001
2010-03-30,28.2,19.6,5.42,4.46,0.0,001
2010-03-31,29.7,19.1,5.73,9.58,0.0,001
2010-04-01,30.9,21.5,5.46,5.66,0.0,001
2010-04-02,34.1,21.7,5.94,5.33,0.0,001
2010-04-03,30.8,18.5,5.7,5.34,0.0,001
2010-04-04,31.2,15.7,5.91,8.65,0.0,001
2010-04-05,30.7,21.0,5.62,8.5,0.0,001
2010-04-06,27.1,18.0,5.84,5.5,0.0,001
2010-04-07,31.1,18.7,5.94,5.35,0.0,001
2010-04-08,31.4,19.5,5.89,4.73,0.0,001
2010-04-09,36.4,23.7,6.34,6.12,0.0,001
2010-04-10,31.3,20.2,6.13,4.84,0.0,001
2010-04-11,32.4,22.4,6.06,6.85,0.0,001
2010-04-12,31.9,17.5,5.61,4.41,0.0,001
2010-04-13,29.8,18.6,6.15,4.59,0.0,001
2010-04-14,34.6,22.3,6.36,4.82,0.0,001
2010-04-15,34.0,22.3,5.96,4.92,0.0,001
2010-04-16,34.3,23.0,6.09,6.12,0.0,001
2010-04-17,31.0,18.7,5.51,5.68,0.0,001
2010-04-18,35.8,23.6,5.92,5.19,0.0,001
2010-04-19,30.4,17.9,5.77,4.59,0.0,001
2010-04-20,34.6,23.8,6.25,6.73,0.0,001
2010-04-21,37.9,26.3,6.22,4.98,0.0,001
2010-04-22,31.7,19.8,6.25,4.51,0.0,001
2010-04-23,32.8,18.5,6.21,5.69,0.0,001
2010-04-24,34.3,21.3,6.51,4.78,0.0,001
2010-04-25,33.2,22.1,6.1,4.53,0.0,001
2010-04-26,31.3,18.9,6.34,5.56,0.0,001
2010-04-27,34.7,23.2,6.49,5.38,0.0,001
2010-04-28,32.6,22.7,6.37,5.71,0.0,001
2010-04-29,35.9,24.8,6.4,7.63,0.0,001
2010-04-30,33.2,20.7,6.29,4.92,0.0,001
2010-05-01,38.3,24.8,6.4,4.8,0.0,001
2010-05-02,33.8,17.2,6.6,4.85,0.0,001
2010-05-03,34.9,21.8,6.16,4.47,0.0,001
2010-05-04,37.4,24.0,6.49,4.77,0.0,001
2010-05-05,33.4,21.1,6.44,4.57,0.0,001
2010-05-06,36.5,23.3,6.54,4.68,0.0,001
2010-05-07,38.8,25.3,6.85,8.43,0.0,001
2010-05-08,33.2,17.4,6.52,4.6,0.0,001
2010-05-09,36.9,22.4,6.83,5.86,0.0,001
2010-05-10,37.2,24.8,6.79,4.96,0.0,001
2010-05-11,38.4,27.8,6.65,5.03,0.0,001
2010-05-12,34.5,21.1,6.67,5.02,0.0,001
2010-05-13,34.5,21.7,6.7,5.03,0.0,001
2010-05-14,38.4,26.4,6.57,5.62,0.0,001
2010-05-15,38.1,23.4,6.79,4.74,0.0,001
2010-05-16,38.1,25.2,6.64,4.9,0.0,001
2010-05-17,38.5,23.9,6.74,4.33,0.0,001
2010-05-18,36.6,24.3,6.46,5.31,0.0,001
2010-05-19,38.5,25.2,6.65,4.73,0.0,001
2010-05-20,38.8,25.6,6.85,4.5,0.0,001
2010-05-21,36.9,22.1,6.65,4.26,0.0,001
2010-05-22,42.2,29.6,6.85,5.87,0.0,001
2010-05-23,39.6,29.0,6.75,5.19,0.0,001
2010-05-24,36.4,21.1,6.95,4.62,0.0,001
2010-05-25,40.2,25.9,6.99,4.71,0.0,001
2010-05-26,37.1,23.6,6.87,4.13,0.0,001
2010-05-27,40.8,28.0,6.86,4.81,0.0,001
2010-05-28,41.6,26.8,6.88,4.6,0.0,001
2010-05-29,37.8,19.5,6.88,4.97,0.0,001
2010-05-30,41.5,29.5,7.03,5.55,0.0,001
2010-05-31,40.5,27.6,7.19,4.73,0.0,001
2010-06-01,41.5,24.7,6.76,5.71,0.0,001
2010-06-02,43.7,28.7,6.81,4.22,0.0,001
2010-06-03,39.6,27.7,7.08,5.82,0.0,001
2010-06-04,38.7,26.6,6.81,5.27,0.0,001
2010-06-05,38.5,25.7,6.8,4.42,0.0,001
2010-06-06,38.8,24.2,7.18,4.34,0.0,001
2010-06-07,40.4,26.2,6.93,4.85,0.0,001
2010-06-08,41.3,26.7,6.94,4.48,0.0,001
2010-06-09,41.3,28.6,6.92,4.65,0.0,001
2010-06-10,42.5,26.7,7.03,4.53,0.0,001
2010-06-11,41.0,25.3,6.86,4.81,0.0,001
2010-06-12,43.9,31.0,7.16,4.58,0.0,001
2010-06-13,40.6,26.0,7.06,5.56,0.0,001
2010-06-14,46.7,34.2,6.98,5.34,0.0,001
2010-06-15,42.6,27.0,6.94,5.47,0.0,001
2010-06-16,39.7,25.0,7.01,5.0,0.0,001
2010-06-17,39.3,23.3,7.1,3.89,0.0,001
2010-06-18,42.5,27.9,7.26,4.83,0.0,001
2010-06-19,41.2,24.3,7.15,5.16,0.0,001
2010-06-20,43.1,27.7,7.1,5.01,0.0,001
2010-06-21,42.7,25.9,7.0,3.97,0.0,001
2010-06-22,41.7,28.0,7.12,5.65,0.0,001
2010-06-23,40.2,26.6,6.96,5.02,0.0,001
2010-06-24,39.0,21.6,7.03,4.63,0.0,001
2010-06-25,41.2,28.4,7.11,4.88,0.0,001
2010-06-26,43.8,32.8,7.06,4.3,0.0,001
2010-06-27,42.6,27.8,6.92,4.1,0.0,001
2010-06-28,39.7,23.9,6.83,4.45,0.0,001
2010-06-29,42.6,32.0,7.04,4.14,0.0,001
2010-06-30,43.1,26.3,7.0,5.07,0.0,001
2010-07-01,40.6,25.8,7.07,3.79,0.0,001
2010-07-02,42.7,28.1,6.98,4.48,0.0,001
2010-07-03,42.6,29.7,6.93,4.77,0.0,001
2010-07-04,40.2,25.8,7.07,5.35,0.0,001
2010-07-05,43.3,27.6,7.06,6.14,0.0,001
2010-07-06,43.7,27.3,6.73,4.71,0.0,001
2010-07-07,44.8,29.3,6.78,4.62,0.0,001
2010-07-08,44.7,28.3,6.95,4.88,0.0,001
2010-07-09,39.9,25.0,6.92,4.25,0.0,001
2010-07-10,40.8,25.0,6.9,4.21,0.0,001
2010-07-11,43.7,26.5,7.0,4.81,0.0,001
2010-07-12,43.7,30.6,7.13,4.26,0.0,001
2010-07-13,43.8,28.0,6.78,4.6,0.0,001
2010-07-14,50.4,33.5,6.88,9.06,0.0,001
2010-07-15,43.9,28.6,6.87,3.81,0.0,001
2010-07-16,45.0,30.1,6.89,6.16,0.0,001
2010-07-17,44.7,27.0,6.71,4.8,0.0,001
2010-07-18,44.0,29.5,6.9,4.59,0.0,001
2010-07-19,42.1,25.5,6.83,3.86,0.0,001
2010-07-20,44.2,31.8,7.07,4.82,0.0,001
2010-07-21,41.2,27.0,6.85,4.13,0.0,001
2010-07-22,42.2,26.6,6.7,3.7,0.0,001
2010-07-23,41.7,25.6,6.58,9.44,0.0,001
2010-07-24,42.8,27.7,6.75,5.83,0.0,001
2010-07-25,47.3,33.2,6.65,3.91,0.0,001
2010-07-26,38.9,23.9,6.68,4.14,0.0,001
2010-07-27,44.0,28.7,6.77,3.41,0.0,001
2010-07-28,39.3,24.5,6.74,5.05,0.0,001
2010-07-29,41.6,25.7,6.72,4.93,0.0,001
2010-07-30,44.7,29.2,6.87,3.71,0.0,001
2010-07-31,42.6,24.5,6.72,3.44,0.0,001
2010-08-01,40.2,26.8,7.04,4.08,0.0,001
2010-08-02,40.9,26.5,6.65,3.92,0.0,001
2010-08-03,43.7,27.6,6.55,9.18,0.0,001
2010-08-04,40.8,28.8,6.36,5.56,0.0,001
2010-08-05,42.6,27.9,6.37,5.64,0.0,001
2010-08-06,42.2,25.9,6.7,3.82,0.0,001
2010-08-07,40.8,27.3,6.64,4.25,0.0,001
2010-08-08,46.3,32.1,6.5,4.86,0.0,001
2010-08-09,43.2,29.0,6.46,4.11,0.0,001
2010-08-10,37.8,22.4,6.33,4.79,0.0,001
2010-08-11,42.2,28.1,6.43,4.52,0.0,001
2010-08-12,40.4,25.3,6.46,4.29,0.0,001
2010-08-13,43.4,29.5,6.06,3.38,0.0,001
2010-08-14,40.0,22.5,6.53,5.56,0.0,001
2010-08-15,41.3,26.0,6.01,3.99,0.0,001
2010-08-16,42.4,30.4,6.42,3.93,0.0,001
2010-08-17,43.1,27.3,6.33,8.32,0.0,001
2010-08-18,38.8,23.4,6.37,3.86,0.0,001
2010-08-19,40.5,25.3,6.17,3.2,0.0,001
2010-08-20,40.1,23.8,6.6,3.7,0.0,001
2010-08-21,39.6,21.9,6.39,4.87,0.0,001
2010-08-22,44.4,29.6,6.35,3.91,0.0,001
2010-08-23,41.6,27.4,6.17,4.46,0.0,001
2010-08-24,38.1,23.7,6.16,3.13,0.0,001
2010-08-25,42.4,27.8,6.34,4.34,0.0,001
2010-08-26,44.7,30.4,6.41,4.35,0.0,001
2010-08-27,42.4,29.6,6.42,4.59,0.0,001
2010-08-28,37.2,22.6,6.08,5.11,0.0,001
2010-08-29,39.1,24.1,6.07,3.36,0.0,001
2010-08-30,42.5,27.9,6.11,3.24,0.0,001
2010-08-31,38.4,25.2,5.95,4.12,0.0,001
2010-09-01,40.6,28.6,5.82,3.66,0.0,001
2010-09-02,41.2,26.2,6.0,4.55,0.0,001
2010-09-03,37.6,23.8,6.05,3.49,0.0,001
2010-09-04,39.2,25.8,6.04,3.63,0.0,001
2010-09-05,32.7,17.3,5.87,4.36,0.0,001
2010-09-06,37.0,23.2,5.7,3.78,0.0,001
2010-09-07,38.4,22.4,5.97,3.36,0.0,001
2010-09-08,36.3,19.8,5.92,5.17,0.0,001
2010-09-09,41.9,28.7,5.55,5.54,0.0,001
2010-09-10,35.7,21.4,6.02,4.55,0.0,001
2010-09-11,37.5,24.1,5.94,4.57,0.0,001
2010-09-12,38.5,24.8,5.7,3.7,0.0,001
2010-09-13,41.0,25.9,5.34,3.32,0.0,001
2010-09-14,35.1,21.5,5.32,3.64,0.0,001
2010-09-15,40.1,24.8,5.76,4.1,0.0,001
2010-09-16,37.7,26.3,5.46,3.61,0.0,001
2010-09-17,35.6,20.1,5.51,3.33,0.0,001
2010-09-18,38.3,24.6,5.23,3.13,0.0,001
2010-09-19,37.6,22.7,5.78,3.73,0.0,001
2010-09-20,35.9,23.4,4.94,3.12,0.0,001
2010-09-21,37.0,23.3,5.47,2.92,0.0,001
2010-09-22,36.0,22.0,5.57,3.87,0.0,001
2010-09-23,36.8,24.9,5.62,3.17,0.0,001
2010-09-24,37.8,24.7,5.56,3.46,0.0,001
2010-09-25,39.4,27.2,4.99,4.25,0.0,001
2010-09-26,33.6,19.2,5.22,3.2,0.0,001
2010-09-27,40.2,25.1,5.09,4.04,0.0,001
2010-09-28,31.9,19.1,4.92,3.11,0.0,001
2010-09-29,35.3,22.0,4.7,3.41,0.0,001
2010-09-30,36.6,24.8,5.41,3.38,0.0,001
2010-10-01,35.8,23.0,5.62,4.47,0.0,001
2010-10-02,33.9,21.5,5.01,4.22,0.0,001
2010-10-03,34.5,19.4,5.44,3.73,0.0,001
2010-10-04,33.8,24.0,5.34,5.11,0.0,001
2010-10-05,33.4,20.6,4.81,3.55,0.0,001
2010-10-06,36.1,24.7,5.06,4.16,0.0,001
2010-10-07,35.0,21.3,5.09,4.33,0.0,001
2010-10-08,32.7,20.8,5.32,7.52,0.0,001
2010-10-09,35.7,21.4,5.07,5.23,0.0,001
2010-10-10,34.4,22.8,4.36,3.68,0.0,001
2010-10-11,35.2,22.4,5.65,3.08,0.0,001
2010-10-12,34.7,22.5,5.1,4.45,0.0,001
2010-10-13,31.6,20.5,4.56,3.53,0.0,001
2010-10-14,32.0,18.0,4.32,5.18,0.0,001
2010-10-15,34.4,21.3,4.55,3.38,0.0,001
2010-10-16,34.0,22.6,4.72,3.09,0.0,001
2010-10-17,32.5,23.7,4.57,3.79,0.0,001
2010-10-18,32.6,20.5,4.63,4.29,0.0,001
2010-10-19,34.8,23.8,4.39,2.97,0.0,001
2010-10-20,30.9,18.9,4.99,4.06,0.0,001
2010-10-21,33.0,24.1,4.32,5.19,0.0,001
2010-10-22,31.3,17.0,4.94,3.45,0.0,001
2010-10-23,31.1,19.6,4.98,3.74,0.0,001
2010-10-24,33.6,19.5,4.06,3.72,0.0,001
2010-10-25,32.8,17.5,4.46,3.91,0.0,001
2010-10-26,32.6,21.6,5.01,3.29,0.0,001
2010-10-27,33.5,22.2,4.68,4.28,0.0,001
2010-10-28,30.7,18.9,4.96,3.69,0.0,001
2010-10-29,31.9,20.4,5.03,3.65,0.0,001
2010-10-30,29.7,23.1,4.07,3.94,0.0,001
2010-10-31,30.8,19.2,4.35,4.08,0.0,001
2010-11-01,29.8,19.3,4.64,3.5,0.0,001
2010-11-02,30.0,17.9,4.37,3.3,0.0,001
2010-11-03,30.9,20.2,4.62,5.29,0.0,001
2010-11-04,27.9,16.5,5.1,3.91,0.0,001
2010-11-05,33.5,21.9,4.35,3.6,0.0,001
2010-11-06,27.2,19.0,4.52,3.21,0.0,001
2010-11-07,26.6,17.5,4.34,3.1,0.0,001
2010-11-08,31.2,20.6,3.46,4.74,0.0,001
2010-11-09,30.3,16.1,3.99,3.02,0.0,001
2010-11-10,29.8,18.5,4.25,4.59,0.0,001
2010-11-11,29.7,23.0,4.12,4.4,0.0,001
2010-11-12,28.2,17.2,4.68,4.22,0.0,001
2010-11-13,26.3,17.4,4.79,3.31,0.0,001
2010-11-14,28.1,19.7,3.96,3.81,0.0,001
2010-11-15,26.4,16.3,4.76,3.57,0.0,001
2010-11-16,29.6,17.9,4.01,3.32,0.0,001
2010-11-17,27.2,13.1,4.38,4.56,0.0,001
2010-11-18,25.7,16.4,4.04,4.84,0.0,001
2010-11-19,26.6,15.0,3.58,3.9,0.0,001
2010-11-20,27.9,17.9,3.83,3.41,0.0,001
2010-11-21,25.8,13.7,3.4,3.36,0.0,001
2010-11-22,25.1,14.5,4.56,3.2,0.0,001
2010-11-23,27.1,17.0,4.81,4.92,0.0,001
2010-11-24,27.0,17.3,4.58,3.37,0.0,001
2010-11-25,25.4,13.6,3.99,3.39,0.0,001
2010-11-26,25.3,17.1,4.47,3.9,0.0,001
2010-11-27,26.6,15.7,3.17,3.49,0.0,001
2010-11-28,23.1,10.6,4.61,3.4,0.0,001
2010-11-29,23.1,13.0,5.0,3.17,0.0,001
2010-11-30,24.3,14.5,4.42,4.66,0.0,001
2010-12-01,25.2,15.6,3.83,3.63,0.0,001
2010-12-02,26.1,18.3,4.48,4.9,0.0,001
2010-12-03,28.3,18.2,4.1,3.38,0.0,001
2010-12-04,27.0,17.0,3.55,4.74,0.0,001
2010-12-05,24.8,13.5,3.38,3.67,0.0,001
2010-12-06,25.0,16.5,3.93,8.3,0.0,001
2010-12-07,22.9,13.6,4.05,3.93,0.0,001
2010-12-08,24.8,14.5,2.76,8.65,0.0,001
2010-12-09,24.2,11.7,5.47,4.59,0.0,001
2010-12-10,25.3,17.9,3.8,3.84,0.0,001
2010-12-11,22.9,11.5,4.66,4.17,0.0,001
2010-12-12,25.5,15.1,4.03,3.57,0.0,001
2010-12-13,27.4,18.5,4.64,4.63,0.0,001
2010-12-14,24.0,12.8,5.11,4.51,0.0,001
2010-12-15,25.0,13.3,3.73,3.56,0.0,001
2010-12-16,25.4,12.9,3.83,5.62,0.0,001
2010-12-17,23.2,14.9,4.3,5.64,0.0,001
2010-12-18,24.4,14.2,4.49,4.52,0.0,001
2010-12-19,23.8,18.8,4.11,8.45,0.0,001
2010-12-20,23.9,13.2,3.92,3.57,0.0,001
2010-12-21,22.1,11.5,3.3,3.74,0.0,001
2010-12-22,23.7,13.5,4.04,3.59,0.0,001
2010-12-23,24.5,15.7,3.49,4.03,2.7,001
2010-12-24,26.4,16.4,4.0,4.75,0.0,001
2010-12-25,25.3,17.0,4.61,5.0,0.0,001
2010-12-26,27.7,17.0,4.2,4.37,0.0,001
2010-12-27,21.8,10.5,4.18,3.65,0.0,001
2010-12-28,25.0,13.1,3.24,4.18,0.0,001
2010-12-29,23.5,11.1,4.25,3.72,0.0,001
2010-12-30,27.5,17.6,3.75,4.21,0.0,001
2010-12-31,21.5,11.9,3.06,3.98,0.0,001
2011-01-01,20.8,10.8,4.69,4.86,0.0,001
2011-01-02,21.3,14.1,3.91,4.26,0.0,001
2011-01-03,18.2,11.0,4.06,3.68,0.0,001
2011-01-04,21.4,11.8,4.28,6.53,0.0,001
2011-01-05,20.9,9.1,4.67,3.94,0.0,001
2011-01-06,22.7,12.8,3.69,5.14,0.0,001
2011-01-07,23.0,13.1,4.78,4.23,10.3,001
2011-01-08,26.1,16.1,4.05,4.7,0.0,001
2011-01-09,24.2,14.1,3.69,4.21,0.0,001
2011-01-10,21.1,11.1,4.15,7.55,0.0,001
2011-01-11,20.5,10.9,3.79,3.89,0.0,001
2011-01-12,23.2,13.3,4.06,4.09,0.0,001
2011-01-13,19.6,10.9,4.85,5.28,0.0,001
2011-01-14,25.9,17.4,3.22,4.94,0.0,001
2011-01-15,24.6,14.2,4.17,4.51,0.0,001
2011-01-16,21.3,14.2,4.15,4.83,0.0,001
2011-01-17,18.8,8.3,4.02,4.03,0.0,001
2011-01-18,25.0,13.5,3.96,5.91,0.0,001
2011-01-19,22.0,13.6,4.51,3.97,0.0,001
2011-01-20,24.8,14.5,3.92,4.24,0.0,001
2011-01-21,19.1,10.6,2.85,5.33,0.0,001
2011-01-22,21.1,8.5,3.52,9.48,0.0,001
2011-01-23,22.3,15.4,4.1,5.27,0.0,001
2011-01-24,22.5,14.4,4.68,5.0,0.0,001
2011-01-25,21.5,10.2,4.53,9.12,0.0,001
2011-01-26,23.7,12.4,3.29,4.44,0.0,001
2011-01-27,20.3,13.8,4.56,4.1,0.0,001
2011-01-28,22.2,12.0,4.37,4.24,0.0,001
2011-01-29,22.8,12.4,4.09,4.21,0.0,001
2011-01-30,23.6,11.1,4.12,4.43,0.0,001
2011-01-31,24.0,14.4,4.63,5.14,0.0,001
2011-02-01,20.4,10.9,4.52,4.68,0.0,001
2011-02-02,19.6,11.6,3.95,4.91,0.0,001
2011-02-03,25.3,14.1,3.94,4.29,0.0,001
2011-02-04,23.5,12.0,4.49,5.37,0.0,001
2011-02-05,21.4,12.9,5.27,4.78,0.0,001
2011-02-06,26.0,18.3,4.93,4.53,0.0,001
2011-02-07,23.2,11.7,4.75,4.07,0.0,001
2011-02-08,25.4,17.8,4.05,4.25,0.0,001
2011-02-09,23.3,14.1,4.18,4.86,0.0,001
2011-02-10,27.3,19.7,4.84,4.38,0.0,001
2011-02-11,26.8,17.4,4.91,5.16,0.0,001
2011-02-12,22.9,9.8,4.25,4.67,0.0,001
2011-02-13,25.4,15.8,4.54,5.45,0.0,001
2011-02-14,24.8,17.0,4.29,4.18,0.0,001
2011-02-15,26.4,15.6,4.42,4.51,0.0,001
2011-02-16,21.8,11.8,5.09,4.88,0.0,001
2011-02-17,25.2,15.4,4.59,4.92,0.0,001
2011-02-18,26.0,12.2,4.35,8.1,0.0,001
2011-02-19,20.5,13.5,4.15,4.56,0.0,001
2011-02-20,21.7,10.8,4.71,4.38,0.0,001
2011-02-21,20.1,11.3,4.67,4.4,1.9,001
2011-02-22,23.8,14.0,5.38,4.48,0.0,001
2011-02-23,25.8,18.1,4.5,8.29,0.0,001
2011-02-24,27.5,18.4,4.49,4.33,0.0,001
2011-02-25,24.8,14.7,5.12,5.05,0.0,001
2011-02-26,28.0,16.9,4.99,9.29,0.0,001
2011-02-27,22.1,13.5,4.93,5.86,0.0,001
2011-02-28,21.6,8.9,5.01,4.76,0.0,001
2011-03-01,25.0,16.1,4.81,4.78,0.0,001
2011-03-02,26.0,14.4,5.03,6.15,0.0,001
2011-03-03,25.3,17.2,5.3,4.38,0.0,001
2011-03-04,21.3,11.6,4.65,4.95,0.0,001
2011-03-05,25.4,16.4,5.39,4.43,0.0,001
2011-03-06,23.1,13.2,5.48,4.57,0.0,001
2011-03-07,27.2,14.5,4.94,5.95,0.0,001
2011-03-08,26.7,15.3,6.15,10.23,0.0,001
2011-03-09,24.2,15.1,5.82,4.22,0.0,001
2011-03-10,25.2,15.3,4.62,4.96,0.0,001
2011-03-11,24.3,15.8,5.57,4.55,0.0,001
2011-03-12,26.4,16.7,5.5,4.56,0.0,001
2011-03-13,28.6,16.8,4.92,5.15,0.0,001
2011-03-14,24.8,13.3,5.47,5.48,0.0,001
2011-03-15,28.0,17.7,5.18,4.5,0.0,001
2011-03-16,26.0,12.1,5.64,5.34,0.0,001
2011-03-17,25.7,17.7,5.07,4.6,0.0,001
2011-03-18,27.2,17.3,5.1,5.25,0.0,001
2011-03-19,25.5,16.7,6.01,9.39,0.0,001
2011-03-20,26.6,13.6,5.47,5.2,0.0,001
2011-03-21,25.5,16.6,5.72,9.53,0.0,001
2011-03-22,32.0,24.6,5.8,4.94,0.0,001
2011-03-23,28.2,15.5,5.49,5.05,0.0,001
2011-03-24,26.9,17.3,5.44,7.16,0.0,001
