# SOURCE: Computed from FAO Penman-Monteith ET0 (Hargreaves-Samani simplified) + FAO-56 crop coefficients
# DATE: 2026-02-06
# DESCRIPTION: Daily irrigation demand for tomato crops in Sinai Red Sea region
# UNITS:
#   - weather_scenario_id: Scenario identifier (text)
#   - planting_date: Date crop was planted (YYYY-MM-DD)
#   - crop_day: Days since planting (1 to season_length)
#   - calendar_date: Actual calendar date (YYYY-MM-DD)
#   - growth_stage: Crop growth stage (initial/development/mid/late)
#   - kc: Crop coefficient for this day (dimensionless)
#   - et0_mm: Reference evapotranspiration (mm/day)
#   - etc_mm: Crop evapotranspiration = ET0 x Kc (mm/day)
#   - irrigation_m3_per_ha_per_day: Water requirement per hectare (m3/ha/day)
# LOGIC: ET0 = 0.0023 * (Tmean + 17.8) * (Tmax - Tmin)^0.5 * Ra; ETc = ET0 x Kc; Irrigation = ETc x 10 / 0.9 (90% drip efficiency)
# DEPENDENCIES: daily_weather_scenario_001-toy.csv, crop_coefficients-toy.csv, growth_stages-toy.csv
# ASSUMPTIONS: Drip irrigation at 90% efficiency, no rainfall credit, no soil water storage
weather_scenario_id,planting_date,crop_day,calendar_date,growth_stage,kc,et0_mm,etc_mm,irrigation_m3_per_ha_per_day
001,2010-02-15,31,2010-03-17,development,0.664,4.21,2.79,31.05
001,2010-02-15,32,2010-03-18,development,0.678,4.24,2.87,31.91
001,2010-02-15,33,2010-03-19,development,0.691,4.04,2.8,31.07
001,2010-02-15,34,2010-03-20,development,0.705,4.14,2.92,32.39
001,2010-02-15,35,2010-03-21,development,0.719,4.17,3.0,33.31
001,2010-02-15,36,2010-03-22,development,0.732,4.09,2.99,33.28
001,2010-02-15,37,2010-03-23,development,0.746,4.7,3.51,38.97
001,2010-02-15,38,2010-03-24,development,0.76,4.51,3.43,38.11
001,2010-02-15,39,2010-03-25,development,0.774,4.31,3.33,37.03
001,2010-02-15,40,2010-03-26,development,0.788,4.62,3.64,40.43
001,2010-02-15,41,2010-03-27,development,0.801,4.14,3.32,36.89
001,2010-02-15,42,2010-03-28,development,0.815,3.9,3.18,35.31
001,2010-02-15,43,2010-03-29,development,0.829,4.23,3.51,38.96
001,2010-02-15,44,2010-03-30,development,0.842,3.99,3.37,37.39
001,2010-02-15,45,2010-03-31,development,0.856,4.51,3.86,42.9
001,2010-02-15,46,2010-04-01,development,0.87,4.45,3.87,42.99
001,2010-02-15,47,2010-04-02,development,0.884,5.33,4.71,52.33
001,2010-02-15,48,2010-04-03,development,0.898,4.95,4.44,49.39
001,2010-02-15,49,2010-04-04,development,0.911,5.43,4.94,54.94
001,2010-02-15,50,2010-04-05,development,0.925,4.56,4.22,46.88
001,2010-02-15,51,2010-04-06,development,0.939,4.1,3.85,42.78
001,2010-02-15,52,2010-04-07,development,0.952,5.09,4.85,53.84
001,2010-02-15,53,2010-04-08,development,0.966,5.07,4.9,54.42
001,2010-02-15,54,2010-04-09,development,0.98,5.82,5.7,63.33
001,2010-02-15,55,2010-04-10,development,0.994,4.97,4.94,54.85
001,2010-02-15,56,2010-04-11,development,1.008,4.91,4.95,55.0
001,2010-02-15,57,2010-04-12,development,1.021,5.56,5.68,63.14
001,2010-02-15,58,2010-04-13,development,1.035,4.87,5.04,55.97
001,2010-02-15,59,2010-04-14,development,1.049,5.64,5.91,65.68
001,2010-02-15,60,2010-04-15,development,1.062,5.48,5.82,64.71
001,2010-02-15,61,2010-04-16,development,1.076,5.46,5.88,65.34
001,2010-02-15,62,2010-04-17,development,1.09,5.25,5.72,63.6
001,2010-02-15,63,2010-04-18,development,1.104,5.84,6.45,71.67
001,2010-02-15,64,2010-04-19,development,1.118,5.24,5.86,65.08
001,2010-02-15,65,2010-04-20,development,1.131,5.48,6.19,68.82
001,2010-02-15,66,2010-04-21,development,1.145,6.04,6.92,76.88
001,2010-02-15,67,2010-04-22,development,1.159,5.36,6.21,68.98
001,2010-02-15,68,2010-04-23,development,1.172,5.88,6.89,76.57
001,2010-02-15,69,2010-04-24,development,1.186,5.9,7.0,77.74
001,2010-02-15,70,2010-04-25,development,1.2,5.45,6.54,72.63
001,2010-02-15,71,2010-04-26,mid,1.2,5.45,6.54,72.65
001,2010-02-15,72,2010-04-27,mid,1.2,5.73,6.88,76.44
001,2010-02-15,73,2010-04-28,mid,1.2,5.18,6.22,69.13
001,2010-02-15,74,2010-04-29,mid,1.2,5.83,7.0,77.75
001,2010-02-15,75,2010-04-30,mid,1.2,5.76,6.92,76.86
001,2010-02-15,76,2010-05-01,mid,1.2,6.62,7.95,88.3
001,2010-02-15,77,2010-05-02,mid,1.2,6.46,7.75,86.11
001,2010-02-15,78,2010-05-03,mid,1.2,6.13,7.35,81.71
001,2010-02-15,79,2010-05-04,mid,1.2,6.53,7.83,87.04
001,2010-02-15,80,2010-05-05,mid,1.2,5.82,6.99,77.62
001,2010-02-15,81,2010-05-06,mid,1.2,6.4,7.68,85.32
001,2010-02-15,82,2010-05-07,mid,1.2,6.78,8.13,90.35
001,2010-02-15,83,2010-05-08,mid,1.2,6.35,7.62,84.67
001,2010-02-15,84,2010-05-09,mid,1.2,6.71,8.05,89.47
001,2010-02-15,85,2010-05-10,mid,1.2,6.39,7.67,85.24
001,2010-02-15,86,2010-05-11,mid,1.2,6.18,7.41,82.35
001,2010-02-15,87,2010-05-12,mid,1.2,6.23,7.48,83.09
001,2010-02-15,88,2010-05-13,mid,1.2,6.14,7.37,81.87
001,2010-02-15,89,2010-05-14,mid,1.2,6.51,7.82,86.84
001,2010-02-15,90,2010-05-15,mid,1.2,6.98,8.38,93.09
001,2010-02-15,91,2010-05-16,mid,1.2,6.67,8.01,88.95
001,2010-02-15,92,2010-05-17,mid,1.2,7.04,8.45,93.91
001,2010-02-15,93,2010-05-18,mid,1.2,6.37,7.65,84.99
001,2010-02-15,94,2010-05-19,mid,1.2,6.83,8.2,91.06
001,2010-02-15,95,2010-05-20,mid,1.2,6.86,8.23,91.47
001,2010-02-15,96,2010-05-21,mid,1.2,6.88,8.26,91.74
001,2010-02-15,97,2010-05-22,mid,1.2,7.22,8.66,96.21
001,2010-02-15,98,2010-05-23,mid,1.2,6.43,7.71,85.71
001,2010-02-15,99,2010-05-24,mid,1.2,6.91,8.29,92.1
001,2010-02-15,100,2010-05-25,mid,1.2,7.3,8.76,97.36
001,2010-02-15,101,2010-05-26,mid,1.2,6.72,8.07,89.66
001,2010-02-15,102,2010-05-27,mid,1.2,7.11,8.53,94.74
001,2010-02-15,103,2010-05-28,mid,1.2,7.62,9.14,101.57
001,2010-02-15,104,2010-05-29,mid,1.2,7.57,9.09,100.97
001,2010-02-15,105,2010-05-30,mid,1.2,7.04,8.45,93.9
001,2010-02-15,106,2010-05-31,mid,1.2,7.11,8.53,94.78
001,2010-02-15,107,2010-06-01,mid,1.2,7.97,9.56,106.25
001,2010-02-15,108,2010-06-02,mid,1.2,7.99,9.59,106.58
001,2010-02-15,109,2010-06-03,mid,1.2,6.79,8.15,90.5
001,2010-02-15,110,2010-06-04,mid,1.2,6.72,8.06,89.54
001,2010-02-15,111,2010-06-05,late,1.182,6.84,8.08,89.77
001,2010-02-15,112,2010-06-06,late,1.164,7.22,8.4,93.32
001,2010-02-15,113,2010-06-07,late,1.146,7.38,8.46,93.96
001,2010-02-15,114,2010-06-08,late,1.128,7.59,8.56,95.11
001,2010-02-15,115,2010-06-09,late,1.11,7.21,8.0,88.92
001,2010-02-15,116,2010-06-10,late,1.092,7.99,8.73,96.96
001,2010-02-15,117,2010-06-11,late,1.074,7.75,8.32,92.45
001,2010-02-15,118,2010-06-12,late,1.056,7.62,8.04,89.38
001,2010-02-15,119,2010-06-13,late,1.038,7.5,7.78,86.46
001,2010-02-15,120,2010-06-14,late,1.02,7.91,8.07,89.63
001,2010-02-15,121,2010-06-15,late,1.002,7.98,7.99,88.83
001,2010-02-15,122,2010-06-16,late,0.984,7.39,7.27,80.75
001,2010-02-15,123,2010-06-17,late,0.966,7.54,7.29,80.97
001,2010-02-15,124,2010-06-18,late,0.948,7.78,7.37,81.94
001,2010-02-15,125,2010-06-19,late,0.93,7.98,7.42,82.49
001,2010-02-15,126,2010-06-20,late,0.912,8.02,7.31,81.26
001,2010-02-15,127,2010-06-21,late,0.894,8.2,7.33,81.47
001,2010-02-15,128,2010-06-22,late,0.876,7.48,6.56,72.84
001,2010-02-15,129,2010-06-23,late,0.858,7.25,6.22,69.11
001,2010-02-15,130,2010-06-24,late,0.84,7.7,6.47,71.89
001,2010-02-15,131,2010-06-25,late,0.822,7.22,5.94,65.97
001,2010-02-15,132,2010-06-26,late,0.804,7.14,5.74,63.78
001,2010-02-15,133,2010-06-27,late,0.786,7.82,6.15,68.3
001,2010-02-15,134,2010-06-28,late,0.768,7.56,5.81,64.51
001,2010-02-15,135,2010-06-29,late,0.75,6.88,5.16,57.3
001,2011-02-15,1,2011-02-15,initial,0.65,3.21,2.09,23.21
001,2011-02-15,2,2011-02-16,initial,0.65,2.78,1.8,20.05
001,2011-02-15,3,2011-02-17,initial,0.65,3.05,1.98,22.0
001,2011-02-15,4,2011-02-18,initial,0.65,3.53,2.29,25.46
001,2011-02-15,5,2011-02-19,initial,0.65,2.38,1.55,17.22
001,2011-02-15,6,2011-02-20,initial,0.65,2.93,1.9,21.16
001,2011-02-15,7,2011-02-21,initial,0.65,2.61,1.7,18.84
001,2011-02-15,8,2011-02-22,initial,0.65,3.04,1.97,21.92
001,2011-02-15,9,2011-02-23,initial,0.65,2.93,1.91,21.19
001,2011-02-15,10,2011-02-24,initial,0.65,3.29,2.14,23.77
001,2011-02-15,11,2011-02-25,initial,0.65,3.22,2.09,23.23
001,2011-02-15,12,2011-02-26,initial,0.65,3.64,2.37,26.28
001,2011-02-15,13,2011-02-27,initial,0.65,2.85,1.85,20.6
001,2011-02-15,14,2011-02-28,initial,0.65,3.24,2.11,23.39
001,2011-02-15,15,2011-03-01,initial,0.65,3.17,2.06,22.87
001,2011-02-15,16,2011-03-02,initial,0.65,3.61,2.34,26.04
001,2011-02-15,17,2011-03-03,initial,0.65,3.12,2.03,22.51
001,2011-02-15,18,2011-03-04,initial,0.65,3.01,1.96,21.74
001,2011-02-15,19,2011-03-05,initial,0.65,3.3,2.14,23.82
001,2011-02-15,20,2011-03-06,initial,0.65,3.23,2.1,23.35
001,2011-02-15,21,2011-03-07,initial,0.65,3.96,2.58,28.61
001,2011-02-15,22,2011-03-08,initial,0.65,3.79,2.46,27.38
001,2011-02-15,23,2011-03-09,initial,0.65,3.29,2.14,23.76
001,2011-02-15,24,2011-03-10,initial,0.65,3.51,2.28,25.34
001,2011-02-15,25,2011-03-11,initial,0.65,3.25,2.11,23.49
001,2011-02-15,26,2011-03-12,initial,0.65,3.63,2.36,26.25
001,2011-02-15,27,2011-03-13,initial,0.65,4.15,2.7,29.98
001,2011-02-15,28,2011-03-14,initial,0.65,3.75,2.44,27.08
001,2011-02-15,29,2011-03-15,initial,0.65,3.94,2.56,28.44
001,2011-02-15,30,2011-03-16,initial,0.65,4.17,2.71,30.12
001,2011-02-15,31,2011-03-17,development,0.664,3.41,2.26,25.16
001,2011-02-15,32,2011-03-18,development,0.678,3.87,2.62,29.13
001,2011-02-15,33,2011-03-19,development,0.691,3.56,2.46,27.37
001,2011-02-15,34,2011-03-20,development,0.705,4.24,2.99,33.23
001,2011-02-15,35,2011-03-21,development,0.719,3.62,2.6,28.89
001,2011-02-15,36,2011-03-22,development,0.732,3.94,2.88,32.03
001,2011-02-15,37,2011-03-23,development,0.746,4.46,3.33,36.96
001,2011-02-15,38,2011-03-24,development,0.76,3.92,2.98,33.11
001,2011-02-15,39,2011-03-25,development,0.774,4.34,3.36,37.32
001,2011-02-15,40,2011-03-26,development,0.788,4.61,3.63,40.33
001,2011-02-15,41,2011-03-27,development,0.801,4.24,3.4,37.76
001,2011-02-15,42,2011-03-28,development,0.815,4.37,3.56,39.53
001,2011-02-15,43,2011-03-29,development,0.829,4.79,3.97,44.07
001,2011-02-15,44,2011-03-30,development,0.842,4.12,3.47,38.56
001,2011-02-15,45,2011-03-31,development,0.856,4.77,4.08,45.36
001,2011-02-15,46,2011-04-01,development,0.87,4.86,4.23,47.01
001,2011-02-15,47,2011-04-02,development,0.884,4.13,3.65,40.58
001,2011-02-15,48,2011-04-03,development,0.898,4.35,3.91,43.41
001,2011-02-15,49,2011-04-04,development,0.911,5.25,4.78,53.16
001,2011-02-15,50,2011-04-05,development,0.925,4.96,4.59,50.99
001,2011-02-15,51,2011-04-06,development,0.939,4.68,4.39,48.8
001,2011-02-15,52,2011-04-07,development,0.952,4.81,4.58,50.89
001,2011-02-15,53,2011-04-08,development,0.966,5.04,4.87,54.08
001,2011-02-15,54,2011-04-09,development,0.98,5.53,5.42,60.19
001,2011-02-15,55,2011-04-10,development,0.994,5.41,5.38,59.73
001,2011-02-15,56,2011-04-11,development,1.008,4.52,4.55,50.56
001,2011-02-15,57,2011-04-12,development,1.021,5.09,5.2,57.73
001,2011-02-15,58,2011-04-13,development,1.035,4.28,4.43,49.27
001,2011-02-15,59,2011-04-14,development,1.049,5.26,5.52,61.34
001,2011-02-15,60,2011-04-15,development,1.062,5.39,5.73,63.62
001,2011-02-15,61,2011-04-16,development,1.076,4.64,4.99,55.5
001,2011-02-15,62,2011-04-17,development,1.09,5.2,5.67,63.0
001,2011-02-15,63,2011-04-18,development,1.104,4.95,5.47,60.76
001,2011-02-15,64,2011-04-19,development,1.118,5.53,6.18,68.65
001,2011-02-15,65,2011-04-20,development,1.131,5.63,6.36,70.72
001,2011-02-15,66,2011-04-21,development,1.145,5.7,6.52,72.45
001,2011-02-15,67,2011-04-22,development,1.159,5.72,6.62,73.6
001,2011-02-15,68,2011-04-23,development,1.172,5.66,6.64,73.79
001,2011-02-15,69,2011-04-24,development,1.186,5.3,6.29,69.85
001,2011-02-15,70,2011-04-25,development,1.2,6.66,8.0,88.84
001,2011-02-15,71,2011-04-26,mid,1.2,5.83,7.0,77.72
001,2011-02-15,72,2011-04-27,mid,1.2,5.72,6.86,76.27
001,2011-02-15,73,2011-04-28,mid,1.2,5.4,6.48,71.95
001,2011-02-15,74,2011-04-29,mid,1.2,5.57,6.68,74.25
001,2011-02-15,75,2011-04-30,mid,1.2,5.55,6.66,74.03
001,2011-02-15,76,2011-05-01,mid,1.2,6.12,7.35,81.65
001,2011-02-15,77,2011-05-02,mid,1.2,6.83,8.2,91.09
001,2011-02-15,78,2011-05-03,mid,1.2,5.31,6.38,70.83
001,2011-02-15,79,2011-05-04,mid,1.2,5.72,6.86,76.28
001,2011-02-15,80,2011-05-05,mid,1.2,5.93,7.12,79.06
001,2011-02-15,81,2011-05-06,mid,1.2,5.66,6.79,75.49
001,2011-02-15,82,2011-05-07,mid,1.2,6.26,7.51,83.4
001,2011-02-15,83,2011-05-08,mid,1.2,6.29,7.54,83.82
001,2011-02-15,84,2011-05-09,mid,1.2,6.35,7.62,84.62
001,2011-02-15,85,2011-05-10,mid,1.2,6.06,7.27,80.76
001,2011-02-15,86,2011-05-11,mid,1.2,6.62,7.94,88.24
001,2011-02-15,87,2011-05-12,mid,1.2,6.33,7.59,84.38
001,2011-02-15,88,2011-05-13,mid,1.2,6.39,7.66,85.15
001,2011-02-15,89,2011-05-14,mid,1.2,6.56,7.87,87.41
001,2011-02-15,90,2011-05-15,mid,1.2,6.3,7.56,83.97
001,2011-02-15,91,2011-05-16,mid,1.2,6.58,7.89,87.72
001,2011-02-15,92,2011-05-17,mid,1.2,6.78,8.14,90.45
001,2011-02-15,93,2011-05-18,mid,1.2,6.15,7.38,82.04
001,2011-02-15,94,2011-05-19,mid,1.2,7.11,8.53,94.74
001,2011-02-15,95,2011-05-20,mid,1.2,6.86,8.23,91.42
001,2011-02-15,96,2011-05-21,mid,1.2,6.62,7.94,88.24
001,2011-02-15,97,2011-05-22,mid,1.2,7.31,8.77,97.45
001,2011-02-15,98,2011-05-23,mid,1.2,6.87,8.24,91.54
001,2011-02-15,99,2011-05-24,mid,1.2,7.34,8.8,97.81
001,2011-02-15,100,2011-05-25,mid,1.2,6.89,8.27,91.92
001,2011-02-15,101,2011-05-26,mid,1.2,6.53,7.84,87.09
001,2011-02-15,102,2011-05-27,mid,1.2,6.35,7.62,84.7
001,2011-02-15,103,2011-05-28,mid,1.2,7.15,8.58,95.37
001,2011-02-15,104,2011-05-29,mid,1.2,7.58,9.09,101.04
001,2011-02-15,105,2011-05-30,mid,1.2,6.57,7.88,87.57
001,2011-02-15,106,2011-05-31,mid,1.2,7.58,9.1,101.06
001,2011-02-15,107,2011-06-01,mid,1.2,6.72,8.07,89.62
001,2011-02-15,108,2011-06-02,mid,1.2,7.07,8.49,94.28
001,2011-02-15,109,2011-06-03,mid,1.2,6.84,8.2,91.16
001,2011-02-15,110,2011-06-04,mid,1.2,6.78,8.13,90.37
001,2011-02-15,111,2011-06-05,late,1.182,7.19,8.49,94.39
001,2011-02-15,112,2011-06-06,late,1.164,7.29,8.49,94.32
001,2011-02-15,113,2011-06-07,late,1.146,6.55,7.5,83.35
001,2011-02-15,114,2011-06-08,late,1.128,7.59,8.56,95.11
001,2011-02-15,115,2011-06-09,late,1.11,7.29,8.09,89.86
001,2011-02-15,116,2011-06-10,late,1.092,7.37,8.05,89.46
001,2011-02-15,117,2011-06-11,late,1.074,7.05,7.58,84.18
001,2011-02-15,118,2011-06-12,late,1.056,7.51,7.93,88.07
001,2011-02-15,119,2011-06-13,late,1.038,7.05,7.32,81.35
001,2011-02-15,120,2011-06-14,late,1.02,6.86,6.99,77.7
001,2011-02-15,121,2011-06-15,late,1.002,7.36,7.38,81.97
001,2011-02-15,122,2011-06-16,late,0.984,7.67,7.54,83.82
001,2011-02-15,123,2011-06-17,late,0.966,7.19,6.94,77.15
001,2011-02-15,124,2011-06-18,late,0.948,8.08,7.66,85.08
001,2011-02-15,125,2011-06-19,late,0.93,7.88,7.33,81.43
001,2011-02-15,126,2011-06-20,late,0.912,7.8,7.11,79.02
001,2011-02-15,127,2011-06-21,late,0.894,8.0,7.15,79.43
001,2011-02-15,128,2011-06-22,late,0.876,8.11,7.1,78.92
001,2011-02-15,129,2011-06-23,late,0.858,7.57,6.5,72.18
001,2011-02-15,130,2011-06-24,late,0.84,8.0,6.72,74.69
001,2011-02-15,131,2011-06-25,late,0.822,7.9,6.49,72.12
001,2011-02-15,132,2011-06-26,late,0.804,7.51,6.04,67.09
001,2011-02-15,133,2011-06-27,late,0.786,7.31,5.74,63.82
001,2011-02-15,134,2011-06-28,late,0.768,8.25,6.34,70.43
001,2011-02-15,135,2011-06-29,late,0.75,7.34,5.5,61.13
001,2012-02-15,1,2012-02-15,initial,0.65,2.89,1.88,20.85
001,2012-02-15,2,2012-02-16,initial,0.65,3.03,1.97,21.9
001,2012-02-15,3,2012-02-17,initial,0.65,2.86,1.86,20.65
001,2012-02-15,4,2012-02-18,initial,0.65,2.8,1.82,20.26
001,2012-02-15,5,2012-02-19,initial,0.65,3.01,1.96,21.77
001,2012-02-15,6,2012-02-20,initial,0.65,3.31,2.15,23.93
001,2012-02-15,7,2012-02-21,initial,0.65,3.08,2.0,22.23
001,2012-02-15,8,2012-02-22,initial,0.65,3.04,1.98,21.97
001,2012-02-15,9,2012-02-23,initial,0.65,3.19,2.08,23.06
001,2012-02-15,10,2012-02-24,initial,0.65,3.41,2.22,24.63
001,2012-02-15,11,2012-02-25,initial,0.65,3.39,2.2,24.47
001,2012-02-15,12,2012-02-26,initial,0.65,3.16,2.06,22.83
001,2012-02-15,13,2012-02-27,initial,0.65,3.28,2.13,23.69
001,2012-02-15,14,2012-02-28,initial,0.65,3.07,1.99,22.16
001,2012-02-15,15,2012-02-29,initial,0.65,3.09,2.01,22.32
001,2012-02-15,16,2012-03-01,initial,0.65,3.47,2.26,25.06
001,2012-02-15,17,2012-03-02,initial,0.65,3.62,2.35,26.11
001,2012-02-15,18,2012-03-03,initial,0.65,3.58,2.33,25.89
001,2012-02-15,19,2012-03-04,initial,0.65,3.6,2.34,26.03
001,2012-02-15,20,2012-03-05,initial,0.65,3.11,2.02,22.43
001,2012-02-15,21,2012-03-06,initial,0.65,3.62,2.35,26.15
001,2012-02-15,22,2012-03-07,initial,0.65,3.62,2.35,26.11
001,2012-02-15,23,2012-03-08,initial,0.65,3.6,2.34,26.0
001,2012-02-15,24,2012-03-09,initial,0.65,3.65,2.37,26.34
001,2012-02-15,25,2012-03-10,initial,0.65,3.86,2.51,27.9
001,2012-02-15,26,2012-03-11,initial,0.65,3.72,2.42,26.86
001,2012-02-15,27,2012-03-12,initial,0.65,3.75,2.44,27.1
001,2012-02-15,28,2012-03-13,initial,0.65,4.27,2.77,30.82
001,2012-02-15,29,2012-03-14,initial,0.65,4.17,2.71,30.14
001,2012-02-15,30,2012-03-15,initial,0.65,4.27,2.78,30.83
001,2012-02-15,31,2012-03-16,development,0.664,4.04,2.68,29.8
001,2012-02-15,32,2012-03-17,development,0.678,4.4,2.98,33.16
001,2012-02-15,33,2012-03-18,development,0.691,4.89,3.38,37.57
001,2012-02-15,34,2012-03-19,development,0.705,3.87,2.73,30.32
001,2012-02-15,35,2012-03-20,development,0.719,3.86,2.77,30.81
001,2012-02-15,36,2012-03-21,development,0.732,4.97,3.64,40.41
001,2012-02-15,37,2012-03-22,development,0.746,4.36,3.26,36.18
001,2012-02-15,38,2012-03-23,development,0.76,4.41,3.35,37.21
001,2012-02-15,39,2012-03-24,development,0.774,4.1,3.17,35.24
001,2012-02-15,40,2012-03-25,development,0.788,4.4,3.47,38.52
001,2012-02-15,41,2012-03-26,development,0.801,4.18,3.35,37.24
001,2012-02-15,42,2012-03-27,development,0.815,4.37,3.56,39.54
001,2012-02-15,43,2012-03-28,development,0.829,4.06,3.37,37.41
001,2012-02-15,44,2012-03-29,development,0.842,4.69,3.95,43.88
001,2012-02-15,45,2012-03-30,development,0.856,4.52,3.87,43.04
001,2012-02-15,46,2012-03-31,development,0.87,4.49,3.91,43.45
001,2012-02-15,47,2012-04-01,development,0.884,4.92,4.35,48.3
001,2012-02-15,48,2012-04-02,development,0.898,3.97,3.56,39.56
001,2012-02-15,49,2012-04-03,development,0.911,5.22,4.75,52.82
001,2012-02-15,50,2012-04-04,development,0.925,4.63,4.28,47.55
001,2012-02-15,51,2012-04-05,development,0.939,4.98,4.68,51.99
001,2012-02-15,52,2012-04-06,development,0.952,4.83,4.6,51.13
001,2012-02-15,53,2012-04-07,development,0.966,4.78,4.61,51.27
001,2012-02-15,54,2012-04-08,development,0.98,5.28,5.17,57.47
001,2012-02-15,55,2012-04-09,development,0.994,4.86,4.83,53.61
001,2012-02-15,56,2012-04-10,development,1.008,5.44,5.48,60.87
001,2012-02-15,57,2012-04-11,development,1.021,5.64,5.76,64.0
001,2012-02-15,58,2012-04-12,development,1.035,6.02,6.23,69.26
001,2012-02-15,59,2012-04-13,development,1.049,5.02,5.26,58.49
001,2012-02-15,60,2012-04-14,development,1.062,4.88,5.18,57.61
001,2012-02-15,61,2012-04-15,development,1.076,5.25,5.65,62.82
001,2012-02-15,62,2012-04-16,development,1.09,4.99,5.43,60.38
001,2012-02-15,63,2012-04-17,development,1.104,5.67,6.26,69.51
001,2012-02-15,64,2012-04-18,development,1.118,5.99,6.7,74.41
001,2012-02-15,65,2012-04-19,development,1.131,6.05,6.85,76.08
001,2012-02-15,66,2012-04-20,development,1.145,5.56,6.37,70.73
001,2012-02-15,67,2012-04-21,development,1.159,5.48,6.35,70.52
001,2012-02-15,68,2012-04-22,development,1.172,5.69,6.68,74.17
001,2012-02-15,69,2012-04-23,development,1.186,5.77,6.84,76.03
001,2012-02-15,70,2012-04-24,development,1.2,6.0,7.2,79.98
001,2012-02-15,71,2012-04-25,mid,1.2,5.98,7.17,79.72
001,2012-02-15,72,2012-04-26,mid,1.2,5.76,6.92,76.85
001,2012-02-15,73,2012-04-27,mid,1.2,6.43,7.72,85.79
001,2012-02-15,74,2012-04-28,mid,1.2,6.56,7.87,87.47
001,2012-02-15,75,2012-04-29,mid,1.2,5.96,7.15,79.48
001,2012-02-15,76,2012-04-30,mid,1.2,6.02,7.22,80.26
001,2012-02-15,77,2012-05-01,mid,1.2,6.24,7.49,83.23
001,2012-02-15,78,2012-05-02,mid,1.2,6.42,7.71,85.65
001,2012-02-15,79,2012-05-03,mid,1.2,6.06,7.27,80.81
