# SOURCE: Computed from FAO Penman-Monteith ET0 (Hargreaves-Samani simplified) + FAO-56 crop coefficients
# DATE: 2026-02-06
# DESCRIPTION: Daily irrigation demand for cucumber crops in Sinai Red Sea region
# UNITS:
#   - weather_scenario_id: Scenario identifier (text)
#   - planting_date: Date crop was planted (YYYY-MM-DD)
#   - crop_day: Days since planting (1 to season_length)
#   - calendar_date: Actual calendar date (YYYY-MM-DD)
#   - growth_stage: Crop growth stage (initial/development/mid/late)
#   - kc: Crop coefficient for this day (dimensionless)
#   - et0_mm: Reference evapotranspiration (mm/day)
#   - etc_mm: Crop evapotranspiration = ET0 x Kc (mm/day)
#   - irrigation_m3_per_ha_per_day: Water requirement per hectare (m3/ha/day)
# LOGIC: ET0 = 0.0023 * (Tmean + 17.8) * (Tmax - Tmin)^0.5 * Ra; ETc = ET0 x Kc; Irrigation = ETc x 10 / 0.9 (90% drip efficiency)
# DEPENDENCIES: daily_weather_scenario_001-toy.csv, crop_coefficients-toy.csv, growth_stages-toy.csv
# ASSUMPTIONS: Drip irrigation at 90% efficiency, no rainfall credit, no soil water storage
weather_scenario_id,planting_date,crop_day,calendar_date,growth_stage,kc,et0_mm,etc_mm,irrigation_m3_per_ha_per_day
001,2010-02-15,31,2010-03-17,development,0.826,4.21,3.48,38.63
001,2010-02-15,32,2010-03-18,development,0.842,4.24,3.57,39.66
001,2010-02-15,33,2010-03-19,development,0.858,4.04,3.47,38.56
001,2010-02-15,34,2010-03-20,development,0.874,4.14,3.61,40.16
001,2010-02-15,35,2010-03-21,development,0.89,4.17,3.71,41.25
001,2010-02-15,36,2010-03-22,development,0.906,4.09,3.7,41.16
001,2010-02-15,37,2010-03-23,development,0.922,4.7,4.33,48.15
001,2010-02-15,38,2010-03-24,development,0.938,4.51,4.23,47.03
001,2010-02-15,39,2010-03-25,development,0.954,4.31,4.11,45.65
001,2010-02-15,40,2010-03-26,development,0.97,4.62,4.48,49.8
001,2010-02-15,41,2010-03-27,development,0.986,4.14,4.09,45.39
001,2010-02-15,42,2010-03-28,development,1.002,3.9,3.91,43.42
001,2010-02-15,43,2010-03-29,development,1.018,4.23,4.31,47.85
001,2010-02-15,44,2010-03-30,development,1.034,3.99,4.13,45.89
001,2010-02-15,45,2010-03-31,development,1.05,4.51,4.73,52.6
001,2010-02-15,46,2010-04-01,mid,1.05,4.45,4.67,51.89
001,2010-02-15,47,2010-04-02,mid,1.05,5.33,5.6,62.18
001,2010-02-15,48,2010-04-03,mid,1.05,4.95,5.2,57.78
001,2010-02-15,49,2010-04-04,mid,1.05,5.43,5.7,63.3
001,2010-02-15,50,2010-04-05,mid,1.05,4.56,4.79,53.22
001,2010-02-15,51,2010-04-06,mid,1.05,4.1,4.31,47.85
001,2010-02-15,52,2010-04-07,mid,1.05,5.09,5.34,59.35
001,2010-02-15,53,2010-04-08,mid,1.05,5.07,5.32,59.13
001,2010-02-15,54,2010-04-09,mid,1.05,5.82,6.11,67.85
001,2010-02-15,55,2010-04-10,mid,1.05,4.97,5.22,57.96
001,2010-02-15,56,2010-04-11,mid,1.05,4.91,5.16,57.32
001,2010-02-15,57,2010-04-12,mid,1.05,5.56,5.84,64.91
001,2010-02-15,58,2010-04-13,mid,1.05,4.87,5.11,56.78
001,2010-02-15,59,2010-04-14,mid,1.05,5.64,5.92,65.76
001,2010-02-15,60,2010-04-15,mid,1.05,5.48,5.76,63.95
001,2010-02-15,61,2010-04-16,mid,1.05,5.46,5.74,63.74
001,2010-02-15,62,2010-04-17,mid,1.05,5.25,5.51,61.27
001,2010-02-15,63,2010-04-18,mid,1.05,5.84,6.14,68.18
001,2010-02-15,64,2010-04-19,mid,1.05,5.24,5.5,61.15
001,2010-02-15,65,2010-04-20,mid,1.05,5.48,5.75,63.88
001,2010-02-15,66,2010-04-21,mid,1.05,6.04,6.35,70.51
001,2010-02-15,67,2010-04-22,mid,1.05,5.36,5.63,62.51
001,2010-02-15,68,2010-04-23,mid,1.05,5.88,6.17,68.57
001,2010-02-15,69,2010-04-24,mid,1.05,5.9,6.19,68.81
001,2010-02-15,70,2010-04-25,mid,1.05,5.45,5.72,63.55
001,2010-02-15,71,2010-04-26,mid,1.05,5.45,5.72,63.57
001,2010-02-15,72,2010-04-27,mid,1.05,5.73,6.02,66.89
001,2010-02-15,73,2010-04-28,mid,1.05,5.18,5.44,60.49
001,2010-02-15,74,2010-04-29,mid,1.05,5.83,6.12,68.03
001,2010-02-15,75,2010-04-30,mid,1.05,5.76,6.05,67.26
001,2010-02-15,76,2010-05-01,late,1.038,6.62,6.87,76.34
001,2010-02-15,77,2010-05-02,late,1.025,6.46,6.62,73.55
001,2010-02-15,78,2010-05-03,late,1.012,6.13,6.2,68.94
001,2010-02-15,79,2010-05-04,late,1.0,6.53,6.53,72.53
001,2010-02-15,80,2010-05-05,late,0.988,5.82,5.75,63.88
001,2010-02-15,81,2010-05-06,late,0.975,6.4,6.24,69.32
001,2010-02-15,82,2010-05-07,late,0.962,6.78,6.52,72.47
001,2010-02-15,83,2010-05-08,late,0.95,6.35,6.03,67.03
001,2010-02-15,84,2010-05-09,late,0.938,6.71,6.29,69.9
001,2010-02-15,85,2010-05-10,late,0.925,6.39,5.91,65.71
001,2010-02-15,86,2010-05-11,late,0.913,6.18,5.64,62.62
001,2010-02-15,87,2010-05-12,late,0.9,6.23,5.61,62.32
001,2010-02-15,88,2010-05-13,late,0.888,6.14,5.45,60.55
001,2010-02-15,89,2010-05-14,late,0.875,6.51,5.7,63.32
001,2010-02-15,90,2010-05-15,late,0.862,6.98,6.02,66.91
001,2010-02-15,91,2010-05-16,late,0.85,6.67,5.67,63.01
001,2010-02-15,92,2010-05-17,late,0.838,7.04,5.9,65.54
001,2010-02-15,93,2010-05-18,late,0.825,6.37,5.26,58.43
001,2010-02-15,94,2010-05-19,late,0.812,6.83,5.55,61.66
001,2010-02-15,95,2010-05-20,late,0.8,6.86,5.49,60.98
001,2011-02-15,1,2011-02-15,initial,0.65,3.21,2.09,23.21
001,2011-02-15,2,2011-02-16,initial,0.65,2.78,1.8,20.05
001,2011-02-15,3,2011-02-17,initial,0.65,3.05,1.98,22.0
001,2011-02-15,4,2011-02-18,initial,0.65,3.53,2.29,25.46
001,2011-02-15,5,2011-02-19,initial,0.65,2.38,1.55,17.22
001,2011-02-15,6,2011-02-20,initial,0.65,2.93,1.9,21.16
001,2011-02-15,7,2011-02-21,initial,0.65,2.61,1.7,18.84
001,2011-02-15,8,2011-02-22,initial,0.65,3.04,1.97,21.92
001,2011-02-15,9,2011-02-23,initial,0.65,2.93,1.91,21.19
001,2011-02-15,10,2011-02-24,initial,0.65,3.29,2.14,23.77
001,2011-02-15,11,2011-02-25,initial,0.65,3.22,2.09,23.23
001,2011-02-15,12,2011-02-26,initial,0.65,3.64,2.37,26.28
001,2011-02-15,13,2011-02-27,initial,0.65,2.85,1.85,20.6
001,2011-02-15,14,2011-02-28,initial,0.65,3.24,2.11,23.39
001,2011-02-15,15,2011-03-01,initial,0.65,3.17,2.06,22.87
001,2011-02-15,16,2011-03-02,initial,0.65,3.61,2.34,26.04
001,2011-02-15,17,2011-03-03,initial,0.65,3.12,2.03,22.51
001,2011-02-15,18,2011-03-04,initial,0.65,3.01,1.96,21.74
001,2011-02-15,19,2011-03-05,initial,0.65,3.3,2.14,23.82
001,2011-02-15,20,2011-03-06,initial,0.65,3.23,2.1,23.35
001,2011-02-15,21,2011-03-07,development,0.666,3.96,2.64,29.32
001,2011-02-15,22,2011-03-08,development,0.682,3.79,2.59,28.73
001,2011-02-15,23,2011-03-09,development,0.698,3.29,2.3,25.52
001,2011-02-15,24,2011-03-10,development,0.714,3.51,2.5,27.83
001,2011-02-15,25,2011-03-11,development,0.73,3.25,2.37,26.39
001,2011-02-15,26,2011-03-12,development,0.746,3.63,2.71,30.13
001,2011-02-15,27,2011-03-13,development,0.762,4.15,3.16,35.14
001,2011-02-15,28,2011-03-14,development,0.778,3.75,2.92,32.42
001,2011-02-15,29,2011-03-15,development,0.794,3.94,3.13,34.74
001,2011-02-15,30,2011-03-16,development,0.81,4.17,3.38,37.54
001,2011-02-15,31,2011-03-17,development,0.826,3.41,2.82,31.31
001,2011-02-15,32,2011-03-18,development,0.842,3.87,3.26,36.2
001,2011-02-15,33,2011-03-19,development,0.858,3.56,3.06,33.97
001,2011-02-15,34,2011-03-20,development,0.874,4.24,3.71,41.2
001,2011-02-15,35,2011-03-21,development,0.89,3.62,3.22,35.78
001,2011-02-15,36,2011-03-22,development,0.906,3.94,3.57,39.62
001,2011-02-15,37,2011-03-23,development,0.922,4.46,4.11,45.67
001,2011-02-15,38,2011-03-24,development,0.938,3.92,3.68,40.86
001,2011-02-15,39,2011-03-25,development,0.954,4.34,4.14,46.01
001,2011-02-15,40,2011-03-26,development,0.97,4.61,4.47,49.68
001,2011-02-15,41,2011-03-27,development,0.986,4.24,4.18,46.47
001,2011-02-15,42,2011-03-28,development,1.002,4.37,4.37,48.6
001,2011-02-15,43,2011-03-29,development,1.018,4.79,4.87,54.14
001,2011-02-15,44,2011-03-30,development,1.034,4.12,4.26,47.32
001,2011-02-15,45,2011-03-31,development,1.05,4.77,5.01,55.62
001,2011-02-15,46,2011-04-01,mid,1.05,4.86,5.11,56.74
001,2011-02-15,47,2011-04-02,mid,1.05,4.13,4.34,48.21
001,2011-02-15,48,2011-04-03,mid,1.05,4.35,4.57,50.78
001,2011-02-15,49,2011-04-04,mid,1.05,5.25,5.51,61.26
001,2011-02-15,50,2011-04-05,mid,1.05,4.96,5.21,57.89
001,2011-02-15,51,2011-04-06,mid,1.05,4.68,4.91,54.59
001,2011-02-15,52,2011-04-07,mid,1.05,4.81,5.05,56.1
001,2011-02-15,53,2011-04-08,mid,1.05,5.04,5.29,58.77
001,2011-02-15,54,2011-04-09,mid,1.05,5.53,5.8,64.49
001,2011-02-15,55,2011-04-10,mid,1.05,5.41,5.68,63.11
001,2011-02-15,56,2011-04-11,mid,1.05,4.52,4.74,52.69
001,2011-02-15,57,2011-04-12,mid,1.05,5.09,5.34,59.35
001,2011-02-15,58,2011-04-13,mid,1.05,4.28,4.5,49.99
001,2011-02-15,59,2011-04-14,mid,1.05,5.26,5.53,61.42
001,2011-02-15,60,2011-04-15,mid,1.05,5.39,5.66,62.87
001,2011-02-15,61,2011-04-16,mid,1.05,4.64,4.87,54.14
001,2011-02-15,62,2011-04-17,mid,1.05,5.2,5.46,60.69
001,2011-02-15,63,2011-04-18,mid,1.05,4.95,5.2,57.8
001,2011-02-15,64,2011-04-19,mid,1.05,5.53,5.81,64.5
001,2011-02-15,65,2011-04-20,mid,1.05,5.63,5.91,65.64
001,2011-02-15,66,2011-04-21,mid,1.05,5.7,5.98,66.44
001,2011-02-15,67,2011-04-22,mid,1.05,5.72,6.0,66.7
001,2011-02-15,68,2011-04-23,mid,1.05,5.66,5.95,66.08
001,2011-02-15,69,2011-04-24,mid,1.05,5.3,5.56,61.83
001,2011-02-15,70,2011-04-25,mid,1.05,6.66,7.0,77.74
001,2011-02-15,71,2011-04-26,mid,1.05,5.83,6.12,68.01
001,2011-02-15,72,2011-04-27,mid,1.05,5.72,6.01,66.74
001,2011-02-15,73,2011-04-28,mid,1.05,5.4,5.67,62.95
001,2011-02-15,74,2011-04-29,mid,1.05,5.57,5.85,64.97
001,2011-02-15,75,2011-04-30,mid,1.05,5.55,5.83,64.78
001,2011-02-15,76,2011-05-01,late,1.038,6.12,6.35,70.59
001,2011-02-15,77,2011-05-02,late,1.025,6.83,7.0,77.8
001,2011-02-15,78,2011-05-03,late,1.012,5.31,5.38,59.77
001,2011-02-15,79,2011-05-04,late,1.0,5.72,5.72,63.56
001,2011-02-15,80,2011-05-05,late,0.988,5.93,5.86,65.06
001,2011-02-15,81,2011-05-06,late,0.975,5.66,5.52,61.34
001,2011-02-15,82,2011-05-07,late,0.962,6.26,6.02,66.9
001,2011-02-15,83,2011-05-08,late,0.95,6.29,5.97,66.36
001,2011-02-15,84,2011-05-09,late,0.938,6.35,5.95,66.11
001,2011-02-15,85,2011-05-10,late,0.925,6.06,5.6,62.25
001,2011-02-15,86,2011-05-11,late,0.913,6.62,6.04,67.1
001,2011-02-15,87,2011-05-12,late,0.9,6.33,5.7,63.29
001,2011-02-15,88,2011-05-13,late,0.888,6.39,5.67,62.97
001,2011-02-15,89,2011-05-14,late,0.875,6.56,5.74,63.74
001,2011-02-15,90,2011-05-15,late,0.862,6.3,5.43,60.35
001,2011-02-15,91,2011-05-16,late,0.85,6.58,5.59,62.14
001,2011-02-15,92,2011-05-17,late,0.838,6.78,5.68,63.13
001,2011-02-15,93,2011-05-18,late,0.825,6.15,5.08,56.4
001,2011-02-15,94,2011-05-19,late,0.812,7.11,5.77,64.15
001,2011-02-15,95,2011-05-20,late,0.8,6.86,5.49,60.95
001,2012-02-15,1,2012-02-15,initial,0.65,2.89,1.88,20.85
001,2012-02-15,2,2012-02-16,initial,0.65,3.03,1.97,21.9
001,2012-02-15,3,2012-02-17,initial,0.65,2.86,1.86,20.65
001,2012-02-15,4,2012-02-18,initial,0.65,2.8,1.82,20.26
001,2012-02-15,5,2012-02-19,initial,0.65,3.01,1.96,21.77
001,2012-02-15,6,2012-02-20,initial,0.65,3.31,2.15,23.93
001,2012-02-15,7,2012-02-21,initial,0.65,3.08,2.0,22.23
001,2012-02-15,8,2012-02-22,initial,0.65,3.04,1.98,21.97
001,2012-02-15,9,2012-02-23,initial,0.65,3.19,2.08,23.06
001,2012-02-15,10,2012-02-24,initial,0.65,3.41,2.22,24.63
001,2012-02-15,11,2012-02-25,initial,0.65,3.39,2.2,24.47
001,2012-02-15,12,2012-02-26,initial,0.65,3.16,2.06,22.83
001,2012-02-15,13,2012-02-27,initial,0.65,3.28,2.13,23.69
001,2012-02-15,14,2012-02-28,initial,0.65,3.07,1.99,22.16
001,2012-02-15,15,2012-02-29,initial,0.65,3.09,2.01,22.32
001,2012-02-15,16,2012-03-01,initial,0.65,3.47,2.26,25.06
001,2012-02-15,17,2012-03-02,initial,0.65,3.62,2.35,26.11
001,2012-02-15,18,2012-03-03,initial,0.65,3.58,2.33,25.89
001,2012-02-15,19,2012-03-04,initial,0.65,3.6,2.34,26.03
001,2012-02-15,20,2012-03-05,initial,0.65,3.11,2.02,22.43
001,2012-02-15,21,2012-03-06,development,0.666,3.62,2.41,26.8
001,2012-02-15,22,2012-03-07,development,0.682,3.62,2.47,27.4
001,2012-02-15,23,2012-03-08,development,0.698,3.6,2.51,27.92
001,2012-02-15,24,2012-03-09,development,0.714,3.65,2.6,28.94
001,2012-02-15,25,2012-03-10,development,0.73,3.86,2.82,31.34
001,2012-02-15,26,2012-03-11,development,0.746,3.72,2.77,30.83
001,2012-02-15,27,2012-03-12,development,0.762,3.75,2.86,31.78
001,2012-02-15,28,2012-03-13,development,0.778,4.27,3.32,36.89
001,2012-02-15,29,2012-03-14,development,0.794,4.17,3.31,36.82
001,2012-02-15,30,2012-03-15,development,0.81,4.27,3.46,38.42
001,2012-02-15,31,2012-03-16,development,0.826,4.04,3.34,37.09
001,2012-02-15,32,2012-03-17,development,0.842,4.4,3.71,41.21
001,2012-02-15,33,2012-03-18,development,0.858,4.89,4.2,46.63
001,2012-02-15,34,2012-03-19,development,0.874,3.87,3.38,37.58
001,2012-02-15,35,2012-03-20,development,0.89,3.86,3.43,38.15
001,2012-02-15,36,2012-03-21,development,0.906,4.97,4.5,49.99
001,2012-02-15,37,2012-03-22,development,0.922,4.36,4.02,44.7
001,2012-02-15,38,2012-03-23,development,0.938,4.41,4.13,45.93
001,2012-02-15,39,2012-03-24,development,0.954,4.1,3.91,43.44
001,2012-02-15,40,2012-03-25,development,0.97,4.4,4.27,47.45
001,2012-02-15,41,2012-03-26,development,0.986,4.18,4.12,45.82
001,2012-02-15,42,2012-03-27,development,1.002,4.37,4.38,48.62
001,2012-02-15,43,2012-03-28,development,1.018,4.06,4.14,45.95
001,2012-02-15,44,2012-03-29,development,1.034,4.69,4.85,53.85
001,2012-02-15,45,2012-03-30,development,1.05,4.52,4.75,52.78
001,2012-02-15,46,2012-03-31,mid,1.05,4.49,4.72,52.44
001,2012-02-15,47,2012-04-01,mid,1.05,4.92,5.16,57.38
001,2012-02-15,48,2012-04-02,mid,1.05,3.97,4.17,46.28
001,2012-02-15,49,2012-04-03,mid,1.05,5.22,5.48,60.86
001,2012-02-15,50,2012-04-04,mid,1.05,4.63,4.86,53.97
001,2012-02-15,51,2012-04-05,mid,1.05,4.98,5.23,58.16
001,2012-02-15,52,2012-04-06,mid,1.05,4.83,5.07,56.37
001,2012-02-15,53,2012-04-07,mid,1.05,4.78,5.01,55.71
001,2012-02-15,54,2012-04-08,mid,1.05,5.28,5.54,61.57
001,2012-02-15,55,2012-04-09,mid,1.05,4.86,5.1,56.65
001,2012-02-15,56,2012-04-10,mid,1.05,5.44,5.71,63.44
001,2012-02-15,57,2012-04-11,mid,1.05,5.64,5.92,65.8
001,2012-02-15,58,2012-04-12,mid,1.05,6.02,6.32,70.26
001,2012-02-15,59,2012-04-13,mid,1.05,5.02,5.27,58.56
001,2012-02-15,60,2012-04-14,mid,1.05,4.88,5.12,56.93
001,2012-02-15,61,2012-04-15,mid,1.05,5.25,5.52,61.28
001,2012-02-15,62,2012-04-16,mid,1.05,4.99,5.23,58.16
001,2012-02-15,63,2012-04-17,mid,1.05,5.67,5.95,66.13
001,2012-02-15,64,2012-04-18,mid,1.05,5.99,6.29,69.92
001,2012-02-15,65,2012-04-19,mid,1.05,6.05,6.36,70.61
001,2012-02-15,66,2012-04-20,mid,1.05,5.56,5.84,64.86
001,2012-02-15,67,2012-04-21,mid,1.05,5.48,5.75,63.9
001,2012-02-15,68,2012-04-22,mid,1.05,5.69,5.98,66.42
001,2012-02-15,69,2012-04-23,mid,1.05,5.77,6.06,67.3
001,2012-02-15,70,2012-04-24,mid,1.05,6.0,6.3,69.99
001,2012-02-15,71,2012-04-25,mid,1.05,5.98,6.28,69.76
001,2012-02-15,72,2012-04-26,mid,1.05,5.76,6.05,67.25
001,2012-02-15,73,2012-04-27,mid,1.05,6.43,6.76,75.06
001,2012-02-15,74,2012-04-28,mid,1.05,6.56,6.89,76.53
001,2012-02-15,75,2012-04-29,mid,1.05,5.96,6.26,69.55
001,2012-02-15,76,2012-04-30,late,1.038,6.02,6.25,69.39
001,2012-02-15,77,2012-05-01,late,1.025,6.24,6.4,71.09
001,2012-02-15,78,2012-05-02,late,1.012,6.42,6.5,72.26
001,2012-02-15,79,2012-05-03,late,1.0,6.06,6.06,67.34
001,2012-02-15,80,2012-05-04,late,0.988,7.17,7.08,78.67
001,2012-02-15,81,2012-05-05,late,0.975,6.5,6.33,70.37
001,2012-02-15,82,2012-05-06,late,0.962,5.34,5.14,57.07
001,2012-02-15,83,2012-05-07,late,0.95,6.3,5.99,66.53
001,2012-02-15,84,2012-05-08,late,0.938,6.62,6.2,68.92
001,2012-02-15,85,2012-05-09,late,0.925,6.31,5.84,64.84
001,2012-02-15,86,2012-05-10,late,0.913,7.59,6.93,76.96
001,2012-02-15,87,2012-05-11,late,0.9,6.54,5.89,65.43
001,2012-02-15,88,2012-05-12,late,0.888,6.03,5.35,59.47
001,2012-02-15,89,2012-05-13,late,0.875,7.07,6.19,68.75
001,2012-02-15,90,2012-05-14,late,0.862,7.56,6.52,72.49
001,2012-02-15,91,2012-05-15,late,0.85,7.91,6.73,74.74
001,2012-02-15,92,2012-05-16,late,0.838,6.41,5.37,59.67
001,2012-02-15,93,2012-05-17,late,0.825,6.37,5.25,58.36
001,2012-02-15,94,2012-05-18,late,0.812,7.3,5.93,65.86
001,2012-02-15,95,2012-05-19,late,0.8,6.92,5.54,61.55
001,2013-02-15,1,2013-02-15,initial,0.65,3.01,1.96,21.75
001,2013-02-15,2,2013-02-16,initial,0.65,3.33,2.17,24.08
001,2013-02-15,3,2013-02-17,initial,0.65,3.51,2.28,25.37
001,2013-02-15,4,2013-02-18,initial,0.65,3.17,2.06,22.87
001,2013-02-15,5,2013-02-19,initial,0.65,2.78,1.81,20.1
001,2013-02-15,6,2013-02-20,initial,0.65,3.8,2.47,27.47
001,2013-02-15,7,2013-02-21,initial,0.65,2.65,1.72,19.14
001,2013-02-15,8,2013-02-22,initial,0.65,3.14,2.04,22.71
001,2013-02-15,9,2013-02-23,initial,0.65,3.62,2.36,26.17
001,2013-02-15,10,2013-02-24,initial,0.65,3.96,2.57,28.58
001,2013-02-15,11,2013-02-25,initial,0.65,3.17,2.06,22.87
001,2013-02-15,12,2013-02-26,initial,0.65,3.4,2.21,24.53
001,2013-02-15,13,2013-02-27,initial,0.65,3.75,2.44,27.07
001,2013-02-15,14,2013-02-28,initial,0.65,3.39,2.21,24.51
001,2013-02-15,15,2013-03-01,initial,0.65,3.61,2.35,26.09
001,2013-02-15,16,2013-03-02,initial,0.65,3.57,2.32,25.77
001,2013-02-15,17,2013-03-03,initial,0.65,3.71,2.41,26.81
001,2013-02-15,18,2013-03-04,initial,0.65,3.77,2.45,27.24
001,2013-02-15,19,2013-03-05,initial,0.65,3.49,2.27,25.2
001,2013-02-15,20,2013-03-06,initial,0.65,3.8,2.47,27.43
001,2013-02-15,21,2013-03-07,development,0.666,3.07,2.05,22.75
001,2013-02-15,22,2013-03-08,development,0.682,4.04,2.76,30.62
001,2013-02-15,23,2013-03-09,development,0.698,3.34,2.33,25.87
001,2013-02-15,24,2013-03-10,development,0.714,3.72,2.66,29.54
001,2013-02-15,25,2013-03-11,development,0.73,3.91,2.86,31.74
001,2013-02-15,26,2013-03-12,development,0.746,4.03,3.01,33.41
001,2013-02-15,27,2013-03-13,development,0.762,4.35,3.31,36.81
001,2013-02-15,28,2013-03-14,development,0.778,3.59,2.79,31.03
001,2013-02-15,29,2013-03-15,development,0.794,4.4,3.49,38.79
001,2013-02-15,30,2013-03-16,development,0.81,4.5,3.65,40.54
001,2013-02-15,31,2013-03-17,development,0.826,4.2,3.47,38.52
001,2013-02-15,32,2013-03-18,development,0.842,4.48,3.77,41.89
001,2013-02-15,33,2013-03-19,development,0.858,4.46,3.83,42.52
001,2013-02-15,34,2013-03-20,development,0.874,4.07,3.56,39.52
001,2013-02-15,35,2013-03-21,development,0.89,4.24,3.77,41.89
001,2013-02-15,36,2013-03-22,development,0.906,4.12,3.73,41.46
001,2013-02-15,37,2013-03-23,development,0.922,4.51,4.16,46.18
001,2013-02-15,38,2013-03-24,development,0.938,4.51,4.23,47.04
001,2013-02-15,39,2013-03-25,development,0.954,4.22,4.02,44.71
001,2013-02-15,40,2013-03-26,development,0.97,4.5,4.36,48.46
001,2013-02-15,41,2013-03-27,development,0.986,4.48,4.41,49.03
001,2013-02-15,42,2013-03-28,development,1.002,4.84,4.85,53.88
001,2013-02-15,43,2013-03-29,development,1.018,5.03,5.12,56.85
001,2013-02-15,44,2013-03-30,development,1.034,5.28,5.46,60.64
001,2013-02-15,45,2013-03-31,development,1.05,5.02,5.28,58.62
001,2013-02-15,46,2013-04-01,mid,1.05,4.9,5.14,57.17
001,2013-02-15,47,2013-04-02,mid,1.05,4.94,5.18,57.59
001,2013-02-15,48,2013-04-03,mid,1.05,4.96,5.21,57.85
001,2013-02-15,49,2013-04-04,mid,1.05,5.08,5.33,59.22
001,2013-02-15,50,2013-04-05,mid,1.05,5.12,5.38,59.74
001,2013-02-15,51,2013-04-06,mid,1.05,4.98,5.23,58.08
001,2013-02-15,52,2013-04-07,mid,1.05,5.18,5.44,60.43
001,2013-02-15,53,2013-04-08,mid,1.05,5.13,5.39,59.86
001,2013-02-15,54,2013-04-09,mid,1.05,6.17,6.48,72.0
001,2013-02-15,55,2013-04-10,mid,1.05,5.23,5.49,61.0
001,2013-02-15,56,2013-04-11,mid,1.05,5.15,5.4,60.05
001,2013-02-15,57,2013-04-12,mid,1.05,5.47,5.74,63.82
001,2013-02-15,58,2013-04-13,mid,1.05,5.79,6.08,67.59
001,2013-02-15,59,2013-04-14,mid,1.05,5.37,5.64,62.68
001,2013-02-15,60,2013-04-15,mid,1.05,5.75,6.03,67.03
001,2013-02-15,61,2013-04-16,mid,1.05,5.77,6.06,67.32
001,2013-02-15,62,2013-04-17,mid,1.05,5.48,5.75,63.91
001,2013-02-15,63,2013-04-18,mid,1.05,5.25,5.51,61.23
001,2013-02-15,64,2013-04-19,mid,1.05,6.64,6.97,77.5
