day,community_energy_demand_kwh,water_energy_demand_kwh,total_demand_kwh,total_solar_kwh,total_wind_kwh,total_renewable_kwh,renewable_consumed_kwh,renewable_surplus_kwh,battery_charge_kwh,battery_discharge_kwh,grid_import_kwh,grid_export_kwh,generator_kwh,generator_excess_kwh,curtailed_kwh,deficit_kwh,battery_soc_kwh,battery_soc_fraction,battery_renewable_fraction,generator_fuel_liters,generator_runtime_hours,grid_import_cost,grid_export_revenue,generator_fuel_cost,total_energy_cost,self_sufficiency_ratio,self_consumption_ratio,renewable_fraction,policy_strategy,policy_grid_mode,policy_deficit,grid_import_cap_used_kwh,grid_export_cap_used_kwh,grid_monthly_import_cap_kwh,grid_monthly_export_cap_kwh
2017-10-30,733.74,193.781,927.521,741.966,286.28,1028.246,927.521,100.725,100.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.977,0.376,0.785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-10-31,730.195,81.309,811.504,743.994,252.8,996.794,811.504,185.29,185.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.002,0.552,0.854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-01,729.835,696.522,1426.357,727.245,183.64,910.885,910.885,0.0,0.0,334.402,181.07,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,13.45,0.0,0.0,13.45,0.873,1.0,0.839,minimize_generator,full_grid,False,181.07,0.0,5000,inf
2017-11-02,730.37,721.772,1452.142,726.594,247.12,973.714,973.714,0.0,0.0,0.0,478.428,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,35.491,0.0,0.0,35.491,0.671,1.0,0.671,minimize_generator,full_grid,False,659.497,0.0,5000,inf
2017-11-03,733.74,678.247,1411.987,696.275,350.36,1046.635,1046.635,0.0,0.0,0.0,365.352,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,27.172,0.0,0.0,27.172,0.741,1.0,0.741,minimize_generator,full_grid,False,1024.849,0.0,5000,inf
2017-11-04,731.7,639.193,1370.893,715.446,167.8,883.246,883.246,0.0,0.0,0.0,487.647,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,36.345,0.0,0.0,36.345,0.644,1.0,0.644,minimize_generator,full_grid,False,1512.496,0.0,5000,inf
2017-11-05,660.245,658.805,1319.05,704.402,297.2,1001.602,1001.602,0.0,0.0,0.0,317.448,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,23.541,0.0,0.0,23.541,0.759,1.0,0.759,minimize_generator,full_grid,False,1829.944,0.0,5000,inf
2017-11-06,660.42,668.201,1328.621,721.737,110.8,832.537,832.537,0.0,0.0,0.0,496.084,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,36.768,0.0,0.0,36.768,0.627,1.0,0.627,minimize_generator,full_grid,False,2326.028,0.0,5000,inf
2017-11-07,666.03,631.899,1297.929,697.127,148.64,845.767,845.767,0.0,0.0,0.0,452.162,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,33.595,0.0,0.0,33.595,0.652,1.0,0.652,minimize_generator,full_grid,False,2778.19,0.0,5000,inf
2017-11-08,732.795,707.483,1440.278,673.149,279.84,952.989,952.989,0.0,0.0,0.0,487.289,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,36.181,0.0,0.0,36.181,0.662,1.0,0.662,minimize_generator,full_grid,False,3265.479,0.0,5000,inf
2017-11-09,657.075,652.487,1309.562,669.169,155.88,825.049,825.049,0.0,0.0,0.0,484.513,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,35.936,0.0,0.0,35.936,0.63,1.0,0.63,minimize_generator,full_grid,False,3749.992,0.0,5000,inf
2017-11-10,665.67,672.981,1338.651,642.123,208.2,850.323,850.323,0.0,0.0,0.0,488.328,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,36.194,0.0,0.0,36.194,0.635,1.0,0.635,minimize_generator,full_grid,False,4238.32,0.0,5000,inf
2017-11-11,665.295,683.565,1348.86,657.232,105.2,762.432,762.432,0.0,0.0,0.0,586.428,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,43.439,0.0,0.0,43.439,0.565,1.0,0.565,minimize_generator,full_grid,False,4824.748,0.0,5000,inf
2017-11-12,735.045,637.803,1372.848,639.048,11.96,651.008,651.008,0.0,0.0,0.0,175.252,0.0,546.588,0.0,0.0,0.0,200.0,0.2,0.854,253.318,24.0,13.065,0.0,108.8,121.865,0.872,1.0,0.474,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-13,665.11,681.212,1346.322,660.923,14.96,675.883,675.883,0.0,0.0,0.0,0.0,0.0,670.439,0.0,0.0,0.0,200.0,0.2,0.854,278.088,24.0,0.0,0.0,119.439,119.439,1.0,1.0,0.502,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-14,730.755,693.212,1423.967,662.345,162.28,824.625,824.625,0.0,0.0,0.0,0.0,0.0,599.342,0.0,0.0,0.0,200.0,0.2,0.854,263.868,24.0,0.0,0.0,113.331,113.331,1.0,1.0,0.579,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-15,729.625,729.405,1459.03,666.82,147.72,814.54,814.54,0.0,0.0,0.0,0.0,0.0,644.49,0.0,0.0,0.0,200.0,0.2,0.854,272.898,24.0,0.0,0.0,117.21,117.21,1.0,1.0,0.558,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-16,657.435,651.997,1309.432,541.317,74.84,616.157,616.157,0.0,0.0,0.0,0.0,0.0,693.275,0.0,0.0,0.0,200.0,0.2,0.854,282.655,24.0,0.0,0.0,121.4,121.4,1.0,1.0,0.471,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-17,731.315,595.126,1326.441,566.374,8.0,574.374,574.374,0.0,0.0,0.0,0.0,0.0,752.067,0.0,0.0,0.0,200.0,0.2,0.854,294.413,24.0,0.0,0.0,126.451,126.451,1.0,1.0,0.433,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-18,666.03,492.102,1158.132,417.763,6.96,424.723,424.723,0.0,0.0,0.0,0.0,0.0,733.409,0.0,0.0,0.0,200.0,0.2,0.854,290.682,24.0,0.0,0.0,124.848,124.848,1.0,1.0,0.367,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-19,729.835,639.743,1369.578,580.651,115.76,696.411,696.411,0.0,0.0,0.0,0.0,0.0,673.167,0.0,0.0,0.0,200.0,0.2,0.854,278.633,24.0,0.0,0.0,119.673,119.673,1.0,1.0,0.508,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-20,813.285,684.505,1497.79,531.412,323.92,855.332,855.332,0.0,0.0,0.0,0.0,0.0,642.458,0.0,0.0,0.0,200.0,0.2,0.854,272.492,24.0,0.0,0.0,117.035,117.035,1.0,1.0,0.571,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-21,589.485,678.432,1267.917,621.882,435.64,1057.522,1057.522,0.0,0.0,0.0,0.0,0.0,210.395,0.0,0.0,0.0,200.0,0.2,0.854,126.237,14.026,0.0,0.0,54.219,54.219,1.0,1.0,0.834,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-22,733.565,658.935,1392.5,638.81,432.32,1071.13,1071.13,0.0,0.0,0.0,0.0,0.0,321.37,0.0,0.0,0.0,200.0,0.2,0.854,192.822,21.425,0.0,0.0,82.817,82.817,1.0,1.0,0.769,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-23,662.86,677.467,1340.327,645.842,279.84,925.682,925.682,0.0,0.0,0.0,0.0,0.0,414.645,0.0,0.0,0.0,200.0,0.2,0.854,226.929,24.0,0.0,0.0,97.466,97.466,1.0,1.0,0.691,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-24,664.725,605.169,1269.894,631.008,67.6,698.608,698.608,0.0,0.0,0.0,0.0,0.0,571.286,0.0,0.0,0.0,200.0,0.2,0.854,258.257,24.0,0.0,0.0,110.921,110.921,1.0,1.0,0.55,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-25,663.245,573.312,1236.557,560.31,53.12,613.43,613.43,0.0,0.0,0.0,0.0,0.0,623.127,0.0,0.0,0.0,200.0,0.2,0.854,268.625,24.0,0.0,0.0,115.375,115.375,1.0,1.0,0.496,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-26,661.165,657.042,1318.207,623.799,376.32,1000.119,1000.119,0.0,0.0,0.0,0.0,0.0,318.088,0.0,0.0,0.0,200.0,0.2,0.854,190.853,21.206,0.0,0.0,81.971,81.971,1.0,1.0,0.759,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-27,660.42,602.916,1263.336,613.105,249.0,862.105,862.105,0.0,0.0,0.0,0.0,0.0,401.231,0.0,0.0,0.0,200.0,0.2,0.854,224.246,24.0,0.0,0.0,96.314,96.314,1.0,1.0,0.682,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-28,663.99,517.694,1181.684,603.722,171.48,775.202,775.202,0.0,0.0,0.0,0.0,0.0,406.482,0.0,0.0,0.0,200.0,0.2,0.854,225.296,24.0,0.0,0.0,96.765,96.765,1.0,1.0,0.656,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-29,589.485,550.02,1139.505,588.935,304.44,893.375,893.375,0.0,0.0,0.0,0.0,0.0,246.13,0.0,0.0,0.0,200.0,0.2,0.854,147.678,16.409,0.0,0.0,63.428,63.428,1.0,1.0,0.784,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-11-30,665.11,415.795,1080.905,591.47,98.88,690.35,690.35,0.0,0.0,0.0,0.0,0.0,390.555,0.0,0.0,0.0,200.0,0.2,0.854,222.111,24.0,0.0,0.0,95.397,95.397,1.0,1.0,0.639,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-01,660.035,605.76,1265.795,580.985,61.92,642.905,642.905,0.0,0.0,0.0,622.89,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,46.214,0.0,0.0,46.214,0.508,1.0,0.508,minimize_generator,full_grid,False,622.89,0.0,5000,inf
2017-12-02,657.25,593.553,1250.803,563.476,41.52,604.996,604.996,0.0,0.0,0.0,645.807,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,47.943,0.0,0.0,47.943,0.484,1.0,0.484,minimize_generator,full_grid,False,1268.697,0.0,5000,inf
2017-12-03,659.475,549.604,1209.079,584.485,11.72,596.205,596.205,0.0,0.0,0.0,612.874,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,45.637,0.0,0.0,45.637,0.493,1.0,0.493,minimize_generator,full_grid,False,1881.571,0.0,5000,inf
2017-12-04,666.03,545.659,1211.689,573.487,14.44,587.927,587.927,0.0,0.0,0.0,623.762,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,46.477,0.0,0.0,46.477,0.485,1.0,0.485,minimize_generator,full_grid,False,2505.333,0.0,5000,inf
2017-12-05,658.73,291.825,950.555,490.143,64.4,554.543,554.543,0.0,0.0,0.0,396.012,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.854,0.0,0.0,30.149,0.0,0.0,30.149,0.583,1.0,0.583,minimize_generator,full_grid,False,2901.345,0.0,5000,inf
2017-12-06,661.9,367.834,1029.734,551.342,527.28,1078.622,1029.734,48.888,48.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.443,0.246,0.881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,2901.345,0.0,5000,inf
2017-12-07,657.61,343.907,1001.517,605.136,328.24,933.376,933.376,0.0,0.0,44.121,24.02,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.881,0.0,0.0,1.819,0.0,0.0,1.819,0.976,1.0,0.971,minimize_generator,full_grid,False,2925.365,0.0,5000,inf
2017-12-08,663.43,303.386,966.816,612.571,81.08,693.651,693.651,0.0,0.0,0.0,273.165,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.881,0.0,0.0,20.775,0.0,0.0,20.775,0.717,1.0,0.717,minimize_generator,full_grid,False,3198.53,0.0,5000,inf
2017-12-09,662.86,242.168,905.028,578.078,8.96,587.038,587.038,0.0,0.0,0.0,317.99,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.881,0.0,0.0,24.351,0.0,0.0,24.351,0.649,1.0,0.649,minimize_generator,full_grid,False,3516.521,0.0,5000,inf
2017-12-10,730.01,207.196,937.206,364.074,7.28,371.354,371.354,0.0,0.0,0.0,565.852,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.881,0.0,0.0,43.628,0.0,0.0,43.628,0.396,1.0,0.396,minimize_generator,full_grid,False,4082.372,0.0,5000,inf
2017-12-11,658.94,246.199,905.139,519.77,7.12,526.89,526.89,0.0,0.0,0.0,378.249,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.881,0.0,0.0,28.946,0.0,0.0,28.946,0.582,1.0,0.582,minimize_generator,full_grid,False,4460.621,0.0,5000,inf
2017-12-12,661.9,286.615,948.515,488.902,25.0,513.902,513.902,0.0,0.0,0.0,434.613,0.0,0.0,0.0,0.0,0.0,200.0,0.2,0.881,0.0,0.0,33.111,0.0,0.0,33.111,0.542,1.0,0.542,minimize_generator,full_grid,False,4895.235,0.0,5000,inf
2017-12-13,659.475,377.971,1037.446,556.446,341.12,897.566,897.566,0.0,54.886,0.0,104.765,0.0,35.114,54.886,0.0,0.0,252.141,0.252,0.699,54.0,6.0,7.908,0.0,23.857,31.765,0.899,1.0,0.865,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-14,664.165,341.704,1005.869,587.083,179.88,766.963,766.963,0.0,0.0,49.534,0.0,0.0,189.372,0.0,0.0,0.0,200.0,0.2,0.699,113.623,12.625,0.0,0.0,50.199,50.199,1.0,1.0,0.797,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-15,589.31,298.195,887.505,592.862,83.24,676.102,676.102,0.0,0.0,0.0,0.0,0.0,211.403,0.0,0.0,0.0,200.0,0.2,0.699,126.842,14.094,0.0,0.0,56.039,56.039,1.0,1.0,0.762,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-16,661.54,273.248,934.788,579.466,27.6,607.066,607.066,0.0,0.0,0.0,0.0,0.0,327.722,0.0,0.0,0.0,200.0,0.2,0.699,196.633,21.848,0.0,0.0,86.873,86.873,1.0,1.0,0.649,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-17,657.81,259.68,917.49,553.637,20.24,573.877,573.877,0.0,0.0,0.0,0.0,0.0,343.613,0.0,0.0,0.0,200.0,0.2,0.699,206.168,22.908,0.0,0.0,91.085,91.085,1.0,1.0,0.625,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-18,658.17,317.284,975.454,537.172,88.32,625.492,625.492,0.0,0.0,0.0,0.0,0.0,349.962,0.0,0.0,0.0,200.0,0.2,0.699,209.977,23.331,0.0,0.0,92.768,92.768,1.0,1.0,0.641,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-19,658.555,287.252,945.807,422.438,65.68,488.118,488.118,0.0,0.0,0.0,0.0,0.0,457.689,0.0,0.0,0.0,200.0,0.2,0.699,235.538,24.0,0.0,0.0,104.061,104.061,1.0,1.0,0.516,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-20,659.115,313.211,972.326,401.733,177.08,578.813,578.813,0.0,0.0,0.0,0.0,0.0,393.513,0.0,0.0,0.0,200.0,0.2,0.699,222.703,24.0,0.0,0.0,98.39,98.39,1.0,1.0,0.595,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-21,657.435,331.958,989.393,467.406,241.44,708.846,708.846,0.0,0.0,0.0,0.0,0.0,280.547,0.0,0.0,0.0,200.0,0.2,0.699,168.328,18.703,0.0,0.0,74.367,74.367,1.0,1.0,0.716,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-22,658.555,290.753,949.308,390.03,200.6,590.63,590.63,0.0,0.0,0.0,0.0,0.0,358.678,0.0,0.0,0.0,200.0,0.2,0.699,215.207,23.912,0.0,0.0,95.078,95.078,1.0,1.0,0.622,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-23,663.99,267.687,931.677,427.198,151.32,578.518,578.518,0.0,0.0,0.0,0.0,0.0,353.159,0.0,0.0,0.0,200.0,0.2,0.699,211.895,23.544,0.0,0.0,93.615,93.615,1.0,1.0,0.621,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-24,661.165,34.389,695.554,339.871,449.64,789.511,695.554,93.957,93.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.259,0.289,0.792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-25,660.805,20.858,681.663,581.208,468.0,1049.208,681.663,367.545,367.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.427,0.638,0.906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-26,588.75,18.337,607.087,593.2,84.68,677.88,607.087,70.793,70.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.68,0.706,0.915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-27,587.085,21.492,608.577,467.364,19.92,487.284,487.284,0.0,0.0,121.293,0.0,0.0,0.0,0.0,0.0,0.0,578.004,0.578,0.915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.983,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-28,660.805,25.33,686.135,451.4,3.12,454.52,454.52,0.0,0.0,231.615,0.0,0.0,0.0,0.0,0.0,0.0,334.198,0.334,0.915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.971,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-29,660.245,27.246,687.491,390.349,38.68,429.029,429.029,0.0,0.0,127.488,0.0,0.0,130.974,0.0,0.0,0.0,200.0,0.2,0.915,78.584,8.732,0.0,0.0,34.719,34.719,1.0,1.0,0.794,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-30,662.86,25.868,688.728,546.849,398.52,945.369,688.728,256.641,256.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.809,0.444,0.962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,5000.0,0.0,5000,inf
2017-12-31,587.83,23.666,611.496,581.555,460.48,1042.035,611.496,430.539,374.938,0.0,0.0,55.601,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.947,1.0,minimize_generator,full_grid,False,5000.0,55.601,5000,inf
2018-01-01,585.755,23.644,609.399,471.125,436.92,908.045,609.399,298.646,0.0,0.0,0.0,298.646,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.671,1.0,minimize_generator,full_grid,False,0.0,298.646,5000,inf
2018-01-02,572.425,24.041,596.466,610.693,206.32,817.013,596.466,220.547,0.0,0.0,0.0,220.547,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.73,1.0,minimize_generator,full_grid,False,0.0,519.192,5000,inf
2018-01-03,585.02,25.523,610.543,573.462,84.68,658.142,610.543,47.599,0.0,0.0,0.0,47.599,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.928,1.0,minimize_generator,full_grid,False,0.0,566.791,5000,inf
2018-01-04,656.865,24.396,681.261,566.813,376.32,943.133,681.261,261.872,0.0,0.0,0.0,261.872,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.722,1.0,minimize_generator,full_grid,False,0.0,828.664,5000,inf
2018-01-05,584.66,23.837,608.497,362.34,409.48,771.82,608.497,163.323,0.0,0.0,0.0,163.323,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.788,1.0,minimize_generator,full_grid,False,0.0,991.987,5000,inf
2018-01-06,588.565,22.982,611.547,562.042,299.04,861.082,611.547,249.535,0.0,0.0,0.0,249.535,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,1.0,minimize_generator,full_grid,False,0.0,1241.522,5000,inf
2018-01-07,585.58,22.446,608.026,604.001,36.36,640.361,608.026,32.335,0.0,0.0,0.0,32.335,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,1.0,minimize_generator,full_grid,False,0.0,1273.857,5000,inf
2018-01-08,587.445,22.536,609.981,615.291,56.56,671.851,609.981,61.87,0.0,0.0,0.0,61.87,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.908,1.0,minimize_generator,full_grid,False,0.0,1335.727,5000,inf
2018-01-09,581.85,22.097,603.947,633.544,27.6,661.144,603.947,57.197,0.0,0.0,0.0,57.197,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.913,1.0,minimize_generator,full_grid,False,0.0,1392.923,5000,inf
2018-01-10,586.525,19.13,605.655,604.058,8.2,612.258,605.655,6.603,0.0,0.0,0.0,6.603,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.989,1.0,minimize_generator,full_grid,False,0.0,1399.526,5000,inf
2018-01-11,570.855,15.175,586.03,626.498,70.2,696.698,586.03,110.668,0.0,0.0,0.0,110.668,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.841,1.0,minimize_generator,full_grid,False,0.0,1510.194,5000,inf
2018-01-12,585.395,7.954,593.349,622.156,39.12,661.276,593.349,67.927,0.0,0.0,0.0,67.927,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,1.0,minimize_generator,full_grid,False,0.0,1578.121,5000,inf
2018-01-13,572.315,4.184,576.499,560.027,6.76,566.787,566.787,0.0,0.0,9.712,0.0,0.0,0.0,0.0,0.0,0.0,789.777,0.79,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,1578.121,5000,inf
2018-01-14,657.435,6.524,663.959,624.491,431.0,1055.491,663.959,391.532,10.761,0.0,0.0,380.771,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.639,1.0,minimize_generator,full_grid,False,0.0,1958.892,5000,inf
2018-01-15,588.95,10.469,599.419,638.308,248.08,886.388,599.419,286.969,0.0,0.0,0.0,286.969,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.676,1.0,minimize_generator,full_grid,False,0.0,2245.861,5000,inf
2018-01-16,587.83,9.342,597.172,637.829,148.64,786.469,597.172,189.297,0.0,0.0,0.0,189.297,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.759,1.0,minimize_generator,full_grid,False,0.0,2435.158,5000,inf
2018-01-17,658.555,10.588,669.143,645.604,415.2,1060.804,669.143,391.661,0.0,0.0,0.0,391.661,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.631,1.0,minimize_generator,full_grid,False,0.0,2826.819,5000,inf
2018-01-18,582.585,9.601,592.186,649.616,231.96,881.576,592.186,289.39,0.0,0.0,0.0,289.39,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.672,1.0,minimize_generator,full_grid,False,0.0,3116.209,5000,inf
2018-01-19,659.475,8.415,667.89,556.1,517.24,1073.34,667.89,405.45,0.0,0.0,0.0,405.45,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.622,1.0,minimize_generator,full_grid,False,0.0,3521.659,5000,inf
2018-01-20,589.485,7.819,597.304,654.222,45.04,699.262,597.304,101.958,0.0,0.0,0.0,101.958,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.854,1.0,minimize_generator,full_grid,False,0.0,3623.618,5000,inf
2018-01-21,585.22,9.234,594.454,623.841,144.16,768.001,594.454,173.547,0.0,0.0,0.0,173.547,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.774,1.0,minimize_generator,full_grid,False,0.0,3797.164,5000,inf
2018-01-22,657.25,10.102,667.352,600.045,118.24,718.285,667.352,50.933,0.0,0.0,0.0,50.933,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.929,1.0,minimize_generator,full_grid,False,0.0,3848.097,5000,inf
2018-01-23,582.025,10.054,592.079,583.171,253.72,836.891,592.079,244.812,0.0,0.0,0.0,244.812,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.707,1.0,minimize_generator,full_grid,False,0.0,4092.909,5000,inf
2018-01-24,583.155,8.44,591.595,628.691,110.8,739.491,591.595,147.896,0.0,0.0,0.0,147.896,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,minimize_generator,full_grid,False,0.0,4240.805,5000,inf
2018-01-25,584.1,9.359,593.459,495.596,388.72,884.316,593.459,290.857,0.0,0.0,0.0,290.857,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.671,1.0,minimize_generator,full_grid,False,0.0,4531.662,5000,inf
2018-01-26,584.45,8.814,593.264,501.811,431.64,933.451,593.264,340.187,0.0,0.0,0.0,340.187,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.636,1.0,minimize_generator,full_grid,False,0.0,4871.849,5000,inf
2018-01-27,582.41,9.883,592.293,675.525,320.4,995.925,592.293,403.632,0.0,0.0,0.0,403.632,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.595,1.0,minimize_generator,full_grid,False,0.0,5275.481,5000,inf
2018-01-28,657.81,9.931,667.741,703.366,154.04,857.406,667.741,189.665,0.0,0.0,0.0,189.665,0.0,0.0,0.0,0.0,800.0,0.8,0.979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.779,1.0,minimize_generator,full_grid,False,0.0,5465.146,5000,inf
