# SOURCE: Computed from FAO Penman-Monteith ET0 (Hargreaves-Samani simplified) + FAO-56 crop coefficients
# DATE: 2026-02-06
# DESCRIPTION: Daily irrigation demand for onion crops in Sinai Red Sea region
# UNITS:
#   - weather_scenario_id: Scenario identifier (text)
#   - planting_date: Date crop was planted (YYYY-MM-DD)
#   - crop_day: Days since planting (1 to season_length)
#   - calendar_date: Actual calendar date (YYYY-MM-DD)
#   - growth_stage: Crop growth stage (initial/development/mid/late)
#   - kc: Crop coefficient for this day (dimensionless)
#   - et0_mm: Reference evapotranspiration (mm/day)
#   - etc_mm: Crop evapotranspiration = ET0 x Kc (mm/day)
#   - irrigation_m3_per_ha_per_day: Water requirement per hectare (m3/ha/day)
# LOGIC: ET0 = 0.0023 * (Tmean + 17.8) * (Tmax - Tmin)^0.5 * Ra; ETc = ET0 x Kc; Irrigation = ETc x 10 / 0.9 (90% drip efficiency)
# DEPENDENCIES: daily_weather_scenario_001-toy.csv, crop_coefficients-toy.csv, growth_stages-toy.csv
# ASSUMPTIONS: Drip irrigation at 90% efficiency, no rainfall credit, no soil water storage
weather_scenario_id,planting_date,crop_day,calendar_date,growth_stage,kc,et0_mm,etc_mm,irrigation_m3_per_ha_per_day
001,2010-01-15,58,2010-03-13,mid,1.1,3.83,4.22,46.87
001,2010-01-15,59,2010-03-14,mid,1.1,3.69,4.05,45.05
001,2010-01-15,60,2010-03-15,mid,1.1,3.66,4.02,44.68
001,2010-01-15,61,2010-03-16,mid,1.1,3.97,4.37,48.58
001,2010-01-15,62,2010-03-17,mid,1.1,4.21,4.63,51.45
001,2010-01-15,63,2010-03-18,mid,1.1,4.24,4.66,51.81
001,2010-01-15,64,2010-03-19,mid,1.1,4.04,4.45,49.44
001,2010-01-15,65,2010-03-20,mid,1.1,4.14,4.55,50.54
001,2010-01-15,66,2010-03-21,mid,1.1,4.17,4.59,50.98
001,2010-01-15,67,2010-03-22,mid,1.1,4.09,4.5,49.97
001,2010-01-15,68,2010-03-23,mid,1.1,4.7,5.17,57.44
001,2010-01-15,69,2010-03-24,mid,1.1,4.51,4.96,55.15
001,2010-01-15,70,2010-03-25,mid,1.1,4.31,4.74,52.64
001,2010-01-15,71,2010-03-26,mid,1.1,4.62,5.08,56.47
001,2010-01-15,72,2010-03-27,mid,1.1,4.14,4.56,50.64
001,2010-01-15,73,2010-03-28,mid,1.1,3.9,4.29,47.66
001,2010-01-15,74,2010-03-29,mid,1.1,4.23,4.65,51.71
001,2010-01-15,75,2010-03-30,mid,1.1,3.99,4.39,48.82
001,2010-01-15,76,2010-03-31,mid,1.1,4.51,4.96,55.11
001,2010-01-15,77,2010-04-01,mid,1.1,4.45,4.89,54.36
001,2010-01-15,78,2010-04-02,mid,1.1,5.33,5.86,65.14
001,2010-01-15,79,2010-04-03,mid,1.1,4.95,5.45,60.53
001,2010-01-15,80,2010-04-04,mid,1.1,5.43,5.97,66.32
001,2010-01-15,81,2010-04-05,mid,1.1,4.56,5.02,55.75
001,2010-01-15,82,2010-04-06,mid,1.1,4.1,4.51,50.13
001,2010-01-15,83,2010-04-07,mid,1.1,5.09,5.6,62.18
001,2010-01-15,84,2010-04-08,mid,1.1,5.07,5.58,61.95
001,2010-01-15,85,2010-04-09,mid,1.1,5.82,6.4,71.08
001,2010-01-15,86,2010-04-10,mid,1.1,4.97,5.46,60.72
001,2010-01-15,87,2010-04-11,mid,1.1,4.91,5.4,60.04
001,2010-01-15,88,2010-04-12,mid,1.1,5.56,6.12,68.0
001,2010-01-15,89,2010-04-13,mid,1.1,4.87,5.35,59.49
001,2010-01-15,90,2010-04-14,mid,1.1,5.64,6.2,68.89
001,2010-01-15,91,2010-04-15,mid,1.1,5.48,6.03,66.99
001,2010-01-15,92,2010-04-16,mid,1.1,5.46,6.01,66.78
001,2010-01-15,93,2010-04-17,mid,1.1,5.25,5.78,64.19
001,2010-01-15,94,2010-04-18,mid,1.1,5.84,6.43,71.43
001,2010-01-15,95,2010-04-19,mid,1.1,5.24,5.77,64.06
001,2010-01-15,96,2010-04-20,mid,1.1,5.48,6.02,66.92
001,2010-01-15,97,2010-04-21,mid,1.1,6.04,6.65,73.86
001,2010-01-15,98,2010-04-22,mid,1.1,5.36,5.89,65.49
001,2010-01-15,99,2010-04-23,mid,1.1,5.88,6.46,71.83
001,2010-01-15,100,2010-04-24,mid,1.1,5.9,6.49,72.08
001,2010-01-15,101,2010-04-25,mid,1.1,5.45,5.99,66.57
001,2010-01-15,102,2010-04-26,mid,1.1,5.45,5.99,66.6
001,2010-01-15,103,2010-04-27,mid,1.1,5.73,6.31,70.07
001,2010-01-15,104,2010-04-28,mid,1.1,5.18,5.7,63.37
001,2010-01-15,105,2010-04-29,mid,1.1,5.83,6.41,71.27
001,2010-01-15,106,2010-04-30,mid,1.1,5.76,6.34,70.46
001,2010-01-15,107,2010-05-01,mid,1.1,6.62,7.28,80.94
001,2010-01-15,108,2010-05-02,mid,1.1,6.46,7.1,78.93
001,2010-01-15,109,2010-05-03,mid,1.1,6.13,6.74,74.9
001,2010-01-15,110,2010-05-04,mid,1.1,6.53,7.18,79.79
001,2010-01-15,111,2010-05-05,mid,1.1,5.82,6.4,71.15
001,2010-01-15,112,2010-05-06,late,1.092,6.4,6.99,77.66
001,2010-01-15,113,2010-05-07,late,1.085,6.78,7.35,81.66
001,2010-01-15,114,2010-05-08,late,1.077,6.35,6.84,75.99
001,2010-01-15,115,2010-05-09,late,1.069,6.71,7.17,79.72
001,2010-01-15,116,2010-05-10,late,1.062,6.39,6.79,75.41
001,2010-01-15,117,2010-05-11,late,1.054,6.18,6.51,72.32
001,2010-01-15,118,2010-05-12,late,1.046,6.23,6.52,72.43
001,2010-01-15,119,2010-05-13,late,1.038,6.14,6.38,70.85
001,2010-01-15,120,2010-05-14,late,1.031,6.51,6.71,74.59
001,2010-01-15,121,2010-05-15,late,1.023,6.98,7.14,79.37
001,2010-01-15,122,2010-05-16,late,1.015,6.67,6.77,75.27
001,2010-01-15,123,2010-05-17,late,1.008,7.04,7.1,78.86
001,2010-01-15,124,2010-05-18,late,1.0,6.37,6.37,70.82
001,2010-01-15,125,2010-05-19,late,0.992,6.83,6.78,75.3
001,2010-01-15,126,2010-05-20,late,0.985,6.86,6.75,75.05
001,2010-01-15,127,2010-05-21,late,0.977,6.88,6.72,74.68
001,2010-01-15,128,2010-05-22,late,0.969,7.22,6.99,77.71
001,2010-01-15,129,2010-05-23,late,0.962,6.43,6.18,68.68
001,2010-01-15,130,2010-05-24,late,0.954,6.91,6.59,73.21
001,2010-01-15,131,2010-05-25,late,0.946,7.3,6.91,76.77
001,2010-01-15,132,2010-05-26,late,0.938,6.72,6.31,70.12
001,2010-01-15,133,2010-05-27,late,0.931,7.11,6.61,73.48
001,2010-01-15,134,2010-05-28,late,0.923,7.62,7.03,78.13
001,2010-01-15,135,2010-05-29,late,0.915,7.57,6.93,77.03
001,2010-01-15,136,2010-05-30,late,0.908,7.04,6.39,71.03
001,2010-01-15,137,2010-05-31,late,0.9,7.11,6.4,71.08
001,2010-01-15,138,2010-06-01,late,0.892,7.97,7.11,79.01
001,2010-01-15,139,2010-06-02,late,0.885,7.99,7.07,78.57
001,2010-01-15,140,2010-06-03,late,0.877,6.79,5.95,66.14
001,2010-01-15,141,2010-06-04,late,0.869,6.72,5.84,64.86
001,2010-01-15,142,2010-06-05,late,0.862,6.84,5.89,65.43
001,2010-01-15,143,2010-06-06,late,0.854,7.22,6.16,68.46
001,2010-01-15,144,2010-06-07,late,0.846,7.38,6.24,69.38
001,2010-01-15,145,2010-06-08,late,0.838,7.59,6.36,70.69
001,2010-01-15,146,2010-06-09,late,0.831,7.21,5.99,66.55
001,2010-01-15,147,2010-06-10,late,0.823,7.99,6.58,73.08
001,2010-01-15,148,2010-06-11,late,0.815,7.75,6.32,70.19
001,2010-01-15,149,2010-06-12,late,0.808,7.62,6.15,68.36
001,2010-01-15,150,2010-06-13,late,0.8,7.5,6.0,66.64
001,2011-01-15,1,2011-01-15,initial,0.75,2.51,1.88,20.89
001,2011-01-15,2,2011-01-16,initial,0.75,1.99,1.49,16.57
001,2011-01-15,3,2011-01-17,initial,0.75,2.14,1.61,17.86
001,2011-01-15,4,2011-01-18,initial,0.75,2.66,2.0,22.2
001,2011-01-15,5,2011-01-19,initial,0.75,2.2,1.65,18.32
001,2011-01-15,6,2011-01-20,initial,0.75,2.57,1.93,21.45
001,2011-01-15,7,2011-01-21,initial,0.75,2.05,1.54,17.08
001,2011-01-15,8,2011-01-22,initial,0.75,2.51,1.88,20.88
001,2011-01-15,9,2011-01-23,initial,0.75,2.1,1.57,17.46
001,2011-01-15,10,2011-01-24,initial,0.75,2.26,1.69,18.82
001,2011-01-15,11,2011-01-25,initial,0.75,2.49,1.87,20.75
001,2011-01-15,12,2011-01-26,initial,0.75,2.67,2.0,22.24
001,2011-01-15,13,2011-01-27,initial,0.75,1.98,1.48,16.49
001,2011-01-15,14,2011-01-28,initial,0.75,2.5,1.87,20.81
001,2011-01-15,15,2011-01-29,initial,0.75,2.57,1.93,21.45
001,2011-01-15,16,2011-01-30,development,0.763,2.82,2.15,23.91
001,2011-01-15,17,2011-01-31,development,0.777,2.62,2.03,22.59
001,2011-01-15,18,2011-02-01,development,0.79,2.37,1.87,20.8
001,2011-01-15,19,2011-02-02,development,0.804,2.18,1.76,19.5
001,2011-01-15,20,2011-02-03,development,0.817,2.92,2.39,26.51
001,2011-01-15,21,2011-02-04,development,0.831,2.82,2.35,26.06
001,2011-01-15,22,2011-02-05,development,0.844,2.4,2.03,22.53
001,2011-01-15,23,2011-02-06,development,0.858,2.63,2.26,25.06
001,2011-01-15,24,2011-02-07,development,0.871,2.85,2.49,27.63
001,2011-01-15,25,2011-02-08,development,0.885,2.61,2.31,25.66
001,2011-01-15,26,2011-02-09,development,0.898,2.68,2.41,26.73
001,2011-01-15,27,2011-02-10,development,0.912,2.77,2.53,28.09
001,2011-01-15,28,2011-02-11,development,0.925,3.0,2.78,30.84
001,2011-01-15,29,2011-02-12,development,0.938,3.05,2.86,31.82
001,2011-01-15,30,2011-02-13,development,0.952,2.96,2.82,31.28
001,2011-01-15,31,2011-02-14,development,0.965,2.71,2.61,29.02
001,2011-01-15,32,2011-02-15,development,0.979,3.21,3.15,34.95
001,2011-01-15,33,2011-02-16,development,0.992,2.78,2.75,30.61
001,2011-01-15,34,2011-02-17,development,1.006,3.05,3.06,34.05
001,2011-01-15,35,2011-02-18,development,1.019,3.53,3.59,39.92
001,2011-01-15,36,2011-02-19,development,1.033,2.38,2.46,27.35
001,2011-01-15,37,2011-02-20,development,1.046,2.93,3.07,34.06
001,2011-01-15,38,2011-02-21,development,1.06,2.61,2.76,30.71
001,2011-01-15,39,2011-02-22,development,1.073,3.04,3.26,36.19
001,2011-01-15,40,2011-02-23,development,1.087,2.93,3.19,35.42
001,2011-01-15,41,2011-02-24,development,1.1,3.29,3.62,40.23
001,2011-01-15,42,2011-02-25,mid,1.1,3.22,3.54,39.32
001,2011-01-15,43,2011-02-26,mid,1.1,3.64,4.0,44.48
001,2011-01-15,44,2011-02-27,mid,1.1,2.85,3.14,34.86
001,2011-01-15,45,2011-02-28,mid,1.1,3.24,3.56,39.59
001,2011-01-15,46,2011-03-01,mid,1.1,3.17,3.48,38.7
001,2011-01-15,47,2011-03-02,mid,1.1,3.61,3.97,44.07
001,2011-01-15,48,2011-03-03,mid,1.1,3.12,3.43,38.09
001,2011-01-15,49,2011-03-04,mid,1.1,3.01,3.31,36.79
001,2011-01-15,50,2011-03-05,mid,1.1,3.3,3.63,40.3
001,2011-01-15,51,2011-03-06,mid,1.1,3.23,3.56,39.52
001,2011-01-15,52,2011-03-07,mid,1.1,3.96,4.36,48.42
001,2011-01-15,53,2011-03-08,mid,1.1,3.79,4.17,46.34
001,2011-01-15,54,2011-03-09,mid,1.1,3.29,3.62,40.21
001,2011-01-15,55,2011-03-10,mid,1.1,3.51,3.86,42.88
001,2011-01-15,56,2011-03-11,mid,1.1,3.25,3.58,39.76
001,2011-01-15,57,2011-03-12,mid,1.1,3.63,4.0,44.42
001,2011-01-15,58,2011-03-13,mid,1.1,4.15,4.57,50.73
001,2011-01-15,59,2011-03-14,mid,1.1,3.75,4.13,45.84
001,2011-01-15,60,2011-03-15,mid,1.1,3.94,4.33,48.13
001,2011-01-15,61,2011-03-16,mid,1.1,4.17,4.59,50.98
001,2011-01-15,62,2011-03-17,mid,1.1,3.41,3.75,41.69
001,2011-01-15,63,2011-03-18,mid,1.1,3.87,4.26,47.29
001,2011-01-15,64,2011-03-19,mid,1.1,3.56,3.92,43.55
001,2011-01-15,65,2011-03-20,mid,1.1,4.24,4.67,51.85
001,2011-01-15,66,2011-03-21,mid,1.1,3.62,3.98,44.22
001,2011-01-15,67,2011-03-22,mid,1.1,3.94,4.33,48.1
001,2011-01-15,68,2011-03-23,mid,1.1,4.46,4.9,54.48
001,2011-01-15,69,2011-03-24,mid,1.1,3.92,4.31,47.92
001,2011-01-15,70,2011-03-25,mid,1.1,4.34,4.78,53.06
001,2011-01-15,71,2011-03-26,mid,1.1,4.61,5.07,56.33
001,2011-01-15,72,2011-03-27,mid,1.1,4.24,4.67,51.84
001,2011-01-15,73,2011-03-28,mid,1.1,4.37,4.8,53.35
001,2011-01-15,74,2011-03-29,mid,1.1,4.79,5.26,58.5
001,2011-01-15,75,2011-03-30,mid,1.1,4.12,4.53,50.34
001,2011-01-15,76,2011-03-31,mid,1.1,4.77,5.24,58.27
001,2011-01-15,77,2011-04-01,mid,1.1,4.86,5.35,59.44
001,2011-01-15,78,2011-04-02,mid,1.1,4.13,4.55,50.5
001,2011-01-15,79,2011-04-03,mid,1.1,4.35,4.79,53.2
001,2011-01-15,80,2011-04-04,mid,1.1,5.25,5.78,64.17
001,2011-01-15,81,2011-04-05,mid,1.1,4.96,5.46,60.64
001,2011-01-15,82,2011-04-06,mid,1.1,4.68,5.15,57.19
001,2011-01-15,83,2011-04-07,mid,1.1,4.81,5.29,58.77
001,2011-01-15,84,2011-04-08,mid,1.1,5.04,5.54,61.57
001,2011-01-15,85,2011-04-09,mid,1.1,5.53,6.08,67.57
001,2011-01-15,86,2011-04-10,mid,1.1,5.41,5.95,66.12
001,2011-01-15,87,2011-04-11,mid,1.1,4.52,4.97,55.2
001,2011-01-15,88,2011-04-12,mid,1.1,5.09,5.6,62.18
001,2011-01-15,89,2011-04-13,mid,1.1,4.28,4.71,52.37
001,2011-01-15,90,2011-04-14,mid,1.1,5.26,5.79,64.34
001,2011-01-15,91,2011-04-15,mid,1.1,5.39,5.93,65.86
001,2011-01-15,92,2011-04-16,mid,1.1,4.64,5.1,56.72
001,2011-01-15,93,2011-04-17,mid,1.1,5.2,5.72,63.58
001,2011-01-15,94,2011-04-18,mid,1.1,4.95,5.45,60.56
001,2011-01-15,95,2011-04-19,mid,1.1,5.53,6.08,67.58
001,2011-01-15,96,2011-04-20,mid,1.1,5.63,6.19,68.77
001,2011-01-15,97,2011-04-21,mid,1.1,5.7,6.26,69.61
001,2011-01-15,98,2011-04-22,mid,1.1,5.72,6.29,69.87
001,2011-01-15,99,2011-04-23,mid,1.1,5.66,6.23,69.23
001,2011-01-15,100,2011-04-24,mid,1.1,5.3,5.83,64.77
001,2011-01-15,101,2011-04-25,mid,1.1,6.66,7.33,81.44
001,2011-01-15,102,2011-04-26,mid,1.1,5.83,6.41,71.25
001,2011-01-15,103,2011-04-27,mid,1.1,5.72,6.29,69.91
001,2011-01-15,104,2011-04-28,mid,1.1,5.4,5.94,65.95
001,2011-01-15,105,2011-04-29,mid,1.1,5.57,6.13,68.06
001,2011-01-15,106,2011-04-30,mid,1.1,5.55,6.11,67.86
001,2011-01-15,107,2011-05-01,mid,1.1,6.12,6.74,74.84
001,2011-01-15,108,2011-05-02,mid,1.1,6.83,7.51,83.5
001,2011-01-15,109,2011-05-03,mid,1.1,5.31,5.84,64.93
001,2011-01-15,110,2011-05-04,mid,1.1,5.72,6.29,69.92
001,2011-01-15,111,2011-05-05,mid,1.1,5.93,6.52,72.47
001,2011-01-15,112,2011-05-06,late,1.092,5.66,6.18,68.72
001,2011-01-15,113,2011-05-07,late,1.085,6.26,6.78,75.38
001,2011-01-15,114,2011-05-08,late,1.077,6.29,6.77,75.22
001,2011-01-15,115,2011-05-09,late,1.069,6.35,6.79,75.4
001,2011-01-15,116,2011-05-10,late,1.062,6.06,6.43,71.44
001,2011-01-15,117,2011-05-11,late,1.054,6.62,6.97,77.49
001,2011-01-15,118,2011-05-12,late,1.046,6.33,6.62,73.57
001,2011-01-15,119,2011-05-13,late,1.038,6.39,6.63,73.68
001,2011-01-15,120,2011-05-14,late,1.031,6.56,6.76,75.09
001,2011-01-15,121,2011-05-15,late,1.023,6.3,6.44,71.59
001,2011-01-15,122,2011-05-16,late,1.015,6.58,6.68,74.23
001,2011-01-15,123,2011-05-17,late,1.008,6.78,6.84,75.96
001,2011-01-15,124,2011-05-18,late,1.0,6.15,6.15,68.36
001,2011-01-15,125,2011-05-19,late,0.992,7.11,7.05,78.34
001,2011-01-15,126,2011-05-20,late,0.985,6.86,6.75,75.01
001,2011-01-15,127,2011-05-21,late,0.977,6.62,6.47,71.83
001,2011-01-15,128,2011-05-22,late,0.969,7.31,7.08,78.71
001,2011-01-15,129,2011-05-23,late,0.962,6.87,6.6,73.35
001,2011-01-15,130,2011-05-24,late,0.954,7.34,7.0,77.75
001,2011-01-15,131,2011-05-25,late,0.946,6.89,6.52,72.48
001,2011-01-15,132,2011-05-26,late,0.938,6.53,6.13,68.11
001,2011-01-15,133,2011-05-27,late,0.931,6.35,5.91,65.69
001,2011-01-15,134,2011-05-28,late,0.923,7.15,6.6,73.36
001,2011-01-15,135,2011-05-29,late,0.915,7.58,6.94,77.08
001,2011-01-15,136,2011-05-30,late,0.908,6.57,5.96,66.24
001,2011-01-15,137,2011-05-31,late,0.9,7.58,6.82,75.79
001,2011-01-15,138,2011-06-01,late,0.892,6.72,6.0,66.64
001,2011-01-15,139,2011-06-02,late,0.885,7.07,6.26,69.5
001,2011-01-15,140,2011-06-03,late,0.877,6.84,6.0,66.62
001,2011-01-15,141,2011-06-04,late,0.869,6.78,5.89,65.46
001,2011-01-15,142,2011-06-05,late,0.862,7.19,6.19,68.8
001,2011-01-15,143,2011-06-06,late,0.854,7.29,6.23,69.18
001,2011-01-15,144,2011-06-07,late,0.846,6.55,5.54,61.54
001,2011-01-15,145,2011-06-08,late,0.838,7.59,6.36,70.7
001,2011-01-15,146,2011-06-09,late,0.831,7.29,6.05,67.26
001,2011-01-15,147,2011-06-10,late,0.823,7.37,6.07,67.43
001,2011-01-15,148,2011-06-11,late,0.815,7.05,5.75,63.91
001,2011-01-15,149,2011-06-12,late,0.808,7.51,6.06,67.36
001,2011-01-15,150,2011-06-13,late,0.8,7.05,5.64,62.7
001,2012-01-15,1,2012-01-15,initial,0.75,2.47,1.86,20.61
001,2012-01-15,2,2012-01-16,initial,0.75,2.18,1.63,18.13
001,2012-01-15,3,2012-01-17,initial,0.75,2.36,1.77,19.67
001,2012-01-15,4,2012-01-18,initial,0.75,2.79,2.09,23.24
001,2012-01-15,5,2012-01-19,initial,0.75,2.1,1.57,17.48
001,2012-01-15,6,2012-01-20,initial,0.75,2.34,1.76,19.54
001,2012-01-15,7,2012-01-21,initial,0.75,2.36,1.77,19.63
001,2012-01-15,8,2012-01-22,initial,0.75,2.29,1.72,19.1
001,2012-01-15,9,2012-01-23,initial,0.75,2.54,1.9,21.14
001,2012-01-15,10,2012-01-24,initial,0.75,2.23,1.67,18.56
001,2012-01-15,11,2012-01-25,initial,0.75,2.92,2.19,24.31
001,2012-01-15,12,2012-01-26,initial,0.75,2.35,1.76,19.58
001,2012-01-15,13,2012-01-27,initial,0.75,2.46,1.84,20.47
001,2012-01-15,14,2012-01-28,initial,0.75,2.61,1.96,21.76
001,2012-01-15,15,2012-01-29,initial,0.75,2.06,1.55,17.2
001,2012-01-15,16,2012-01-30,development,0.763,2.55,1.95,21.65
001,2012-01-15,17,2012-01-31,development,0.777,2.37,1.84,20.47
001,2012-01-15,18,2012-02-01,development,0.79,2.73,2.15,23.94
001,2012-01-15,19,2012-02-02,development,0.804,2.3,1.85,20.55
001,2012-01-15,20,2012-02-03,development,0.817,2.78,2.27,25.24
001,2012-01-15,21,2012-02-04,development,0.831,2.85,2.37,26.32
001,2012-01-15,22,2012-02-05,development,0.844,2.72,2.3,25.51
001,2012-01-15,23,2012-02-06,development,0.858,2.24,1.92,21.36
001,2012-01-15,24,2012-02-07,development,0.871,2.59,2.26,25.11
001,2012-01-15,25,2012-02-08,development,0.885,2.83,2.51,27.86
001,2012-01-15,26,2012-02-09,development,0.898,2.76,2.48,27.58
001,2012-01-15,27,2012-02-10,development,0.912,3.03,2.77,30.73
001,2012-01-15,28,2012-02-11,development,0.925,2.89,2.67,29.69
001,2012-01-15,29,2012-02-12,development,0.938,2.89,2.71,30.11
001,2012-01-15,30,2012-02-13,development,0.952,2.66,2.53,28.12
001,2012-01-15,31,2012-02-14,development,0.965,2.46,2.37,26.37
001,2012-01-15,32,2012-02-15,development,0.979,2.89,2.83,31.41
001,2012-01-15,33,2012-02-16,development,0.992,3.03,3.01,33.44
001,2012-01-15,34,2012-02-17,development,1.006,2.86,2.88,31.95
001,2012-01-15,35,2012-02-18,development,1.019,2.8,2.86,31.76
001,2012-01-15,36,2012-02-19,development,1.033,3.01,3.11,34.59
001,2012-01-15,37,2012-02-20,development,1.046,3.31,3.47,38.52
001,2012-01-15,38,2012-02-21,development,1.06,3.08,3.26,36.24
001,2012-01-15,39,2012-02-22,development,1.073,3.04,3.26,36.26
001,2012-01-15,40,2012-02-23,development,1.087,3.19,3.47,38.55
001,2012-01-15,41,2012-02-24,development,1.1,3.41,3.75,41.68
001,2012-01-15,42,2012-02-25,mid,1.1,3.39,3.73,41.41
001,2012-01-15,43,2012-02-26,mid,1.1,3.16,3.48,38.64
001,2012-01-15,44,2012-02-27,mid,1.1,3.28,3.61,40.08
001,2012-01-15,45,2012-02-28,mid,1.1,3.07,3.38,37.5
001,2012-01-15,46,2012-02-29,mid,1.1,3.09,3.4,37.77
001,2012-01-15,47,2012-03-01,mid,1.1,3.47,3.82,42.41
001,2012-01-15,48,2012-03-02,mid,1.1,3.62,3.98,44.19
001,2012-01-15,49,2012-03-03,mid,1.1,3.58,3.94,43.81
