# SOURCE: Computed from FAO Penman-Monteith ET0 (Hargreaves-Samani simplified) + FAO-56 crop coefficients
# DATE: 2026-02-02
# DESCRIPTION: Daily irrigation demand for kale crops in Sinai Red Sea region
# UNITS:
#   - weather_scenario_id: Scenario identifier (text)
#   - planting_date: Date crop was planted (YYYY-MM-DD)
#   - crop_day: Days since planting (1 to season_length)
#   - calendar_date: Actual calendar date (YYYY-MM-DD)
#   - growth_stage: Crop growth stage (initial/development/mid/late)
#   - kc: Crop coefficient for this day (dimensionless)
#   - et0_mm: Reference evapotranspiration (mm/day)
#   - etc_mm: Crop evapotranspiration = ET0 x Kc (mm/day)
#   - irrigation_m3_per_ha_per_day: Water requirement per hectare (m3/ha/day)
# LOGIC: ET0 = 0.0023 * (Tmean + 17.8) * (Tmax - Tmin)^0.5 * Ra; ETc = ET0 x Kc; Irrigation = ETc x 10 / 0.9 (90% drip efficiency)
# DEPENDENCIES: daily_weather_scenario_001-toy.csv, crop_coefficients-toy.csv, growth_stages-toy.csv
# ASSUMPTIONS: Drip irrigation at 90% efficiency, no rainfall credit, no soil water storage
weather_scenario_id,planting_date,crop_day,calendar_date,growth_stage,kc,et0_mm,etc_mm,irrigation_m3_per_ha_per_day
001,2010-01-01,23,2010-01-23,development,0.862,2.04,1.76,19.55
001,2010-01-01,24,2010-01-24,development,0.876,2.12,1.85,20.59
001,2010-01-01,25,2010-01-25,development,0.89,2.59,2.31,25.62
001,2010-01-01,26,2010-01-26,development,0.904,2.72,2.46,27.33
001,2010-01-01,27,2010-01-27,development,0.918,2.56,2.35,26.12
001,2010-01-01,28,2010-01-28,development,0.932,2.53,2.36,26.22
001,2010-01-01,29,2010-01-29,development,0.946,2.3,2.17,24.14
001,2010-01-01,30,2010-01-30,development,0.96,2.36,2.27,25.17
001,2010-01-01,31,2010-01-31,development,0.974,2.52,2.46,27.32
001,2010-01-01,32,2010-02-01,development,0.988,2.54,2.51,27.91
001,2010-01-01,33,2010-02-02,development,1.002,2.48,2.48,27.58
001,2010-01-01,34,2010-02-03,development,1.016,2.63,2.67,29.63
001,2010-01-01,35,2010-02-04,development,1.03,2.36,2.43,27.03
001,2010-01-01,36,2010-02-05,development,1.044,2.67,2.79,30.97
001,2010-01-01,37,2010-02-06,development,1.058,2.36,2.5,27.77
001,2010-01-01,38,2010-02-07,development,1.072,2.68,2.87,31.92
001,2010-01-01,39,2010-02-08,development,1.086,2.53,2.75,30.53
001,2010-01-01,40,2010-02-09,development,1.1,2.82,3.1,34.46
001,2010-01-01,41,2010-02-10,mid,1.1,2.9,3.19,35.47
001,2010-01-01,42,2010-02-11,mid,1.1,2.14,2.35,26.12
001,2010-01-01,43,2010-02-12,mid,1.1,2.92,3.21,35.63
001,2010-01-01,44,2010-02-13,mid,1.1,2.93,3.22,35.8
001,2010-01-01,45,2010-02-14,mid,1.1,3.2,3.52,39.11
001,2010-01-01,46,2010-02-15,mid,1.1,2.64,2.9,32.23
001,2010-01-01,47,2010-02-16,mid,1.1,2.56,2.82,31.34
001,2010-01-01,48,2010-02-17,mid,1.1,2.46,2.71,30.07
001,2010-01-01,49,2010-02-18,mid,1.1,2.55,2.81,31.19
001,2010-01-01,50,2010-02-19,mid,1.1,3.16,3.48,38.64
001,2010-01-01,51,2010-02-20,mid,1.1,3.32,3.65,40.55
001,2010-01-01,52,2010-02-21,mid,1.1,3.32,3.65,40.56
001,2010-01-01,53,2010-02-22,mid,1.1,2.8,3.08,34.26
001,2010-01-01,54,2010-02-23,mid,1.1,3.09,3.4,37.78
001,2010-01-01,55,2010-02-24,mid,1.1,3.13,3.45,38.31
001,2010-01-01,56,2010-02-25,mid,1.1,3.0,3.3,36.62
001,2010-01-01,57,2010-02-26,mid,1.1,3.68,4.05,44.96
001,2010-01-01,58,2010-02-27,mid,1.1,3.19,3.51,38.99
001,2010-01-01,59,2010-02-28,mid,1.1,3.61,3.98,44.17
001,2010-01-01,60,2010-03-01,mid,1.1,2.79,3.07,34.06
001,2010-01-01,61,2010-03-02,mid,1.1,3.54,3.9,43.29
001,2010-01-01,62,2010-03-03,mid,1.1,3.68,4.05,45.0
001,2010-01-01,63,2010-03-04,mid,1.1,3.4,3.74,41.51
001,2010-01-01,64,2010-03-05,mid,1.1,3.3,3.63,40.33
001,2010-01-01,65,2010-03-06,mid,1.1,3.16,3.48,38.67
001,2010-01-01,66,2010-03-07,mid,1.1,3.37,3.7,41.16
001,2010-01-01,67,2010-03-08,mid,1.1,3.88,4.26,47.37
001,2010-01-01,68,2010-03-09,mid,1.1,3.93,4.33,48.09
001,2010-01-01,69,2010-03-10,mid,1.1,3.7,4.08,45.28
001,2010-01-01,70,2010-03-11,mid,1.1,3.43,3.77,41.9
001,2010-01-01,71,2010-03-12,late,1.093,3.67,4.01,44.53
001,2010-01-01,72,2010-03-13,late,1.087,3.83,4.17,46.3
001,2010-01-01,73,2010-03-14,late,1.08,3.69,3.98,44.23
001,2010-01-01,74,2010-03-15,late,1.073,3.66,3.92,43.6
001,2010-01-01,75,2010-03-16,late,1.067,3.97,4.24,47.11
001,2010-01-01,76,2010-03-17,late,1.06,4.21,4.46,49.58
001,2010-01-01,77,2010-03-18,late,1.053,4.24,4.46,49.61
001,2010-01-01,78,2010-03-19,late,1.047,4.04,4.23,47.04
001,2010-01-01,79,2010-03-20,late,1.04,4.14,4.3,47.78
001,2010-01-01,80,2010-03-21,late,1.033,4.17,4.31,47.89
001,2010-01-01,81,2010-03-22,late,1.027,4.09,4.2,46.64
001,2010-01-01,82,2010-03-23,late,1.02,4.7,4.79,53.27
001,2010-01-01,83,2010-03-24,late,1.013,4.51,4.57,50.81
001,2010-01-01,84,2010-03-25,late,1.007,4.31,4.34,48.17
001,2010-01-01,85,2010-03-26,late,1.0,4.62,4.62,51.34
001,2011-01-01,1,2011-01-01,initial,0.75,2.11,1.59,17.61
001,2011-01-01,2,2011-01-02,initial,0.75,1.9,1.42,15.83
001,2011-01-01,3,2011-01-03,initial,0.75,1.74,1.3,14.48
001,2011-01-01,4,2011-01-04,initial,0.75,2.14,1.6,17.81
001,2011-01-01,5,2011-01-05,initial,0.75,2.27,1.7,18.88
001,2011-01-01,6,2011-01-06,initial,0.75,2.26,1.69,18.8
001,2011-01-01,7,2011-01-07,initial,0.75,2.28,1.71,19.02
001,2011-01-01,8,2011-01-08,initial,0.75,2.5,1.87,20.82
001,2011-01-01,9,2011-01-09,initial,0.75,2.39,1.79,19.94
001,2011-01-01,10,2011-01-10,initial,0.75,2.19,1.64,18.28
001,2011-01-01,11,2011-01-11,initial,0.75,2.13,1.6,17.77
001,2011-01-01,12,2011-01-12,initial,0.75,2.34,1.75,19.49
001,2011-01-01,13,2011-01-13,initial,0.75,2.02,1.51,16.82
001,2011-01-01,14,2011-01-14,initial,0.75,2.39,1.79,19.94
001,2011-01-01,15,2011-01-15,initial,0.75,2.51,1.88,20.89
001,2011-01-01,16,2011-01-16,development,0.764,1.99,1.52,16.88
001,2011-01-01,17,2011-01-17,development,0.778,2.14,1.67,18.52
001,2011-01-01,18,2011-01-18,development,0.792,2.66,2.11,23.44
001,2011-01-01,19,2011-01-19,development,0.806,2.2,1.77,19.69
001,2011-01-01,20,2011-01-20,development,0.82,2.57,2.11,23.45
001,2011-01-01,21,2011-01-21,development,0.834,2.05,1.71,18.99
001,2011-01-01,22,2011-01-22,development,0.848,2.51,2.12,23.6
001,2011-01-01,23,2011-01-23,development,0.862,2.1,1.81,20.07
001,2011-01-01,24,2011-01-24,development,0.876,2.26,1.98,21.98
001,2011-01-01,25,2011-01-25,development,0.89,2.49,2.22,24.63
001,2011-01-01,26,2011-01-26,development,0.904,2.67,2.41,26.8
001,2011-01-01,27,2011-01-27,development,0.918,1.98,1.82,20.19
001,2011-01-01,28,2011-01-28,development,0.932,2.5,2.33,25.87
001,2011-01-01,29,2011-01-29,development,0.946,2.57,2.43,27.05
001,2011-01-01,30,2011-01-30,development,0.96,2.82,2.71,30.07
001,2011-01-01,31,2011-01-31,development,0.974,2.62,2.55,28.32
001,2011-01-01,32,2011-02-01,development,0.988,2.37,2.34,26.0
001,2011-01-01,33,2011-02-02,development,1.002,2.18,2.19,24.31
001,2011-01-01,34,2011-02-03,development,1.016,2.92,2.97,32.96
001,2011-01-01,35,2011-02-04,development,1.03,2.82,2.91,32.31
001,2011-01-01,36,2011-02-05,development,1.044,2.4,2.51,27.86
001,2011-01-01,37,2011-02-06,development,1.058,2.63,2.78,30.92
001,2011-01-01,38,2011-02-07,development,1.072,2.85,3.06,34.0
001,2011-01-01,39,2011-02-08,development,1.086,2.61,2.84,31.51
001,2011-01-01,40,2011-02-09,development,1.1,2.68,2.95,32.75
001,2011-01-01,41,2011-02-10,mid,1.1,2.77,3.05,33.9
001,2011-01-01,42,2011-02-11,mid,1.1,3.0,3.3,36.67
001,2011-01-01,43,2011-02-12,mid,1.1,3.05,3.36,37.3
001,2011-01-01,44,2011-02-13,mid,1.1,2.96,3.25,36.15
001,2011-01-01,45,2011-02-14,mid,1.1,2.71,2.98,33.06
001,2011-01-01,46,2011-02-15,mid,1.1,3.21,3.53,39.27
001,2011-01-01,47,2011-02-16,mid,1.1,2.78,3.05,33.93
001,2011-01-01,48,2011-02-17,mid,1.1,3.05,3.35,37.24
001,2011-01-01,49,2011-02-18,mid,1.1,3.53,3.88,43.09
001,2011-01-01,50,2011-02-19,mid,1.1,2.38,2.62,29.14
001,2011-01-01,51,2011-02-20,mid,1.1,2.93,3.22,35.82
001,2011-01-01,52,2011-02-21,mid,1.1,2.61,2.87,31.88
001,2011-01-01,53,2011-02-22,mid,1.1,3.04,3.34,37.1
001,2011-01-01,54,2011-02-23,mid,1.1,2.93,3.23,35.86
001,2011-01-01,55,2011-02-24,mid,1.1,3.29,3.62,40.23
001,2011-01-01,56,2011-02-25,mid,1.1,3.22,3.54,39.32
001,2011-01-01,57,2011-02-26,mid,1.1,3.64,4.0,44.48
001,2011-01-01,58,2011-02-27,mid,1.1,2.85,3.14,34.86
001,2011-01-01,59,2011-02-28,mid,1.1,3.24,3.56,39.59
001,2011-01-01,60,2011-03-01,mid,1.1,3.17,3.48,38.7
001,2011-01-01,61,2011-03-02,mid,1.1,3.61,3.97,44.07
001,2011-01-01,62,2011-03-03,mid,1.1,3.12,3.43,38.09
001,2011-01-01,63,2011-03-04,mid,1.1,3.01,3.31,36.79
001,2011-01-01,64,2011-03-05,mid,1.1,3.3,3.63,40.3
001,2011-01-01,65,2011-03-06,mid,1.1,3.23,3.56,39.52
001,2011-01-01,66,2011-03-07,mid,1.1,3.96,4.36,48.42
001,2011-01-01,67,2011-03-08,mid,1.1,3.79,4.17,46.34
001,2011-01-01,68,2011-03-09,mid,1.1,3.29,3.62,40.21
001,2011-01-01,69,2011-03-10,mid,1.1,3.51,3.86,42.88
001,2011-01-01,70,2011-03-11,mid,1.1,3.25,3.58,39.76
001,2011-01-01,71,2011-03-12,late,1.093,3.63,3.97,44.15
001,2011-01-01,72,2011-03-13,late,1.087,4.15,4.51,50.11
001,2011-01-01,73,2011-03-14,late,1.08,3.75,4.05,45.0
001,2011-01-01,74,2011-03-15,late,1.073,3.94,4.23,46.96
001,2011-01-01,75,2011-03-16,late,1.067,4.17,4.45,49.43
001,2011-01-01,76,2011-03-17,late,1.06,3.41,3.62,40.18
001,2011-01-01,77,2011-03-18,late,1.053,3.87,4.08,45.28
001,2011-01-01,78,2011-03-19,late,1.047,3.56,3.73,41.44
001,2011-01-01,79,2011-03-20,late,1.04,4.24,4.41,49.02
001,2011-01-01,80,2011-03-21,late,1.033,3.62,3.74,41.54
001,2011-01-01,81,2011-03-22,late,1.027,3.94,4.04,44.89
001,2011-01-01,82,2011-03-23,late,1.02,4.46,4.55,50.52
001,2011-01-01,83,2011-03-24,late,1.013,3.92,3.97,44.14
001,2011-01-01,84,2011-03-25,late,1.007,4.34,4.37,48.55
001,2011-01-01,85,2011-03-26,late,1.0,4.61,4.61,51.21
001,2012-01-01,1,2012-01-01,initial,0.75,2.05,1.54,17.1
001,2012-01-01,2,2012-01-02,initial,0.75,2.26,1.69,18.82
001,2012-01-01,3,2012-01-03,initial,0.75,2.27,1.71,18.96
001,2012-01-01,4,2012-01-04,initial,0.75,2.08,1.56,17.36
001,2012-01-01,5,2012-01-05,initial,0.75,1.93,1.44,16.05
001,2012-01-01,6,2012-01-06,initial,0.75,2.18,1.64,18.18
001,2012-01-01,7,2012-01-07,initial,0.75,2.02,1.51,16.81
001,2012-01-01,8,2012-01-08,initial,0.75,2.14,1.61,17.86
001,2012-01-01,9,2012-01-09,initial,0.75,2.39,1.79,19.91
001,2012-01-01,10,2012-01-10,initial,0.75,2.39,1.8,19.94
001,2012-01-01,11,2012-01-11,initial,0.75,2.6,1.95,21.69
001,2012-01-01,12,2012-01-12,initial,0.75,2.15,1.62,17.96
001,2012-01-01,13,2012-01-13,initial,0.75,2.38,1.78,19.81
001,2012-01-01,14,2012-01-14,initial,0.75,2.16,1.62,17.97
001,2012-01-01,15,2012-01-15,initial,0.75,2.47,1.86,20.61
001,2012-01-01,16,2012-01-16,development,0.764,2.18,1.66,18.47
001,2012-01-01,17,2012-01-17,development,0.778,2.36,1.84,20.41
001,2012-01-01,18,2012-01-18,development,0.792,2.79,2.21,24.55
001,2012-01-01,19,2012-01-19,development,0.806,2.1,1.69,18.78
001,2012-01-01,20,2012-01-20,development,0.82,2.34,1.92,21.36
001,2012-01-01,21,2012-01-21,development,0.834,2.36,1.96,21.83
001,2012-01-01,22,2012-01-22,development,0.848,2.29,1.94,21.6
001,2012-01-01,23,2012-01-23,development,0.862,2.54,2.19,24.3
001,2012-01-01,24,2012-01-24,development,0.876,2.23,1.95,21.68
001,2012-01-01,25,2012-01-25,development,0.89,2.92,2.6,28.84
001,2012-01-01,26,2012-01-26,development,0.904,2.35,2.12,23.6
001,2012-01-01,27,2012-01-27,development,0.918,2.46,2.26,25.06
001,2012-01-01,28,2012-01-28,development,0.932,2.61,2.43,27.03
001,2012-01-01,29,2012-01-29,development,0.946,2.06,1.95,21.7
001,2012-01-01,30,2012-01-30,development,0.96,2.55,2.45,27.23
001,2012-01-01,31,2012-01-31,development,0.974,2.37,2.31,25.66
001,2012-01-01,32,2012-02-01,development,0.988,2.73,2.69,29.92
001,2012-01-01,33,2012-02-02,development,1.002,2.3,2.31,25.61
001,2012-01-01,34,2012-02-03,development,1.016,2.78,2.82,31.38
001,2012-01-01,35,2012-02-04,development,1.03,2.85,2.94,32.63
001,2012-01-01,36,2012-02-05,development,1.044,2.72,2.84,31.55
001,2012-01-01,37,2012-02-06,development,1.058,2.24,2.37,26.34
001,2012-01-01,38,2012-02-07,development,1.072,2.59,2.78,30.89
001,2012-01-01,39,2012-02-08,development,1.086,2.83,3.08,34.2
001,2012-01-01,40,2012-02-09,development,1.1,2.76,3.04,33.78
001,2012-01-01,41,2012-02-10,mid,1.1,3.03,3.34,37.09
001,2012-01-01,42,2012-02-11,mid,1.1,2.89,3.18,35.31
001,2012-01-01,43,2012-02-12,mid,1.1,2.89,3.18,35.3
001,2012-01-01,44,2012-02-13,mid,1.1,2.66,2.92,32.5
001,2012-01-01,45,2012-02-14,mid,1.1,2.46,2.7,30.05
001,2012-01-01,46,2012-02-15,mid,1.1,2.89,3.18,35.29
001,2012-01-01,47,2012-02-16,mid,1.1,3.03,3.34,37.07
001,2012-01-01,48,2012-02-17,mid,1.1,2.86,3.14,34.94
001,2012-01-01,49,2012-02-18,mid,1.1,2.8,3.09,34.28
001,2012-01-01,50,2012-02-19,mid,1.1,3.01,3.32,36.85
001,2012-01-01,51,2012-02-20,mid,1.1,3.31,3.64,40.5
001,2012-01-01,52,2012-02-21,mid,1.1,3.08,3.39,37.62
001,2012-01-01,53,2012-02-22,mid,1.1,3.04,3.35,37.17
001,2012-01-01,54,2012-02-23,mid,1.1,3.19,3.51,39.03
001,2012-01-01,55,2012-02-24,mid,1.1,3.41,3.75,41.68
001,2012-01-01,56,2012-02-25,mid,1.1,3.39,3.73,41.41
001,2012-01-01,57,2012-02-26,mid,1.1,3.16,3.48,38.64
001,2012-01-01,58,2012-02-27,mid,1.1,3.28,3.61,40.08
001,2012-01-01,59,2012-02-28,mid,1.1,3.07,3.38,37.5
001,2012-01-01,60,2012-02-29,mid,1.1,3.09,3.4,37.77
001,2012-01-01,61,2012-03-01,mid,1.1,3.47,3.82,42.41
001,2012-01-01,62,2012-03-02,mid,1.1,3.62,3.98,44.19
001,2012-01-01,63,2012-03-03,mid,1.1,3.58,3.94,43.81
001,2012-01-01,64,2012-03-04,mid,1.1,3.6,3.96,44.05
001,2012-01-01,65,2012-03-05,mid,1.1,3.11,3.42,37.95
001,2012-01-01,66,2012-03-06,mid,1.1,3.62,3.98,44.26
001,2012-01-01,67,2012-03-07,mid,1.1,3.62,3.98,44.19
001,2012-01-01,68,2012-03-08,mid,1.1,3.6,3.96,44.0
001,2012-01-01,69,2012-03-09,mid,1.1,3.65,4.01,44.58
001,2012-01-01,70,2012-03-10,mid,1.1,3.86,4.25,47.22
001,2012-01-01,71,2012-03-11,late,1.093,3.72,4.07,45.18
001,2012-01-01,72,2012-03-12,late,1.087,3.75,4.08,45.31
001,2012-01-01,73,2012-03-13,late,1.08,4.27,4.61,51.21
001,2012-01-01,74,2012-03-14,late,1.073,4.17,4.48,49.78
001,2012-01-01,75,2012-03-15,late,1.067,4.27,4.55,50.6
001,2012-01-01,76,2012-03-16,late,1.06,4.04,4.28,47.6
001,2012-01-01,77,2012-03-17,late,1.053,4.4,4.64,51.55
001,2012-01-01,78,2012-03-18,late,1.047,4.89,5.12,56.88
001,2012-01-01,79,2012-03-19,late,1.04,3.87,4.03,44.72
001,2012-01-01,80,2012-03-20,late,1.033,3.86,3.99,44.3
001,2012-01-01,81,2012-03-21,late,1.027,4.97,5.1,56.64
001,2012-01-01,82,2012-03-22,late,1.02,4.36,4.45,49.45
001,2012-01-01,83,2012-03-23,late,1.013,4.41,4.47,49.62
001,2012-01-01,84,2012-03-24,late,1.007,4.1,4.13,45.84
001,2012-01-01,85,2012-03-25,late,1.0,4.4,4.4,48.92
001,2013-01-01,1,2013-01-01,initial,0.75,2.37,1.77,19.72
001,2013-01-01,2,2013-01-02,initial,0.75,2.58,1.93,21.46
001,2013-01-01,3,2013-01-03,initial,0.75,2.13,1.6,17.75
001,2013-01-01,4,2013-01-04,initial,0.75,2.42,1.82,20.18
001,2013-01-01,5,2013-01-05,initial,0.75,2.6,1.95,21.7
001,2013-01-01,6,2013-01-06,initial,0.75,2.37,1.78,19.77
001,2013-01-01,7,2013-01-07,initial,0.75,2.39,1.8,19.96
001,2013-01-01,8,2013-01-08,initial,0.75,2.44,1.83,20.37
001,2013-01-01,9,2013-01-09,initial,0.75,2.72,2.04,22.69
001,2013-01-01,10,2013-01-10,initial,0.75,2.16,1.62,18.03
001,2013-01-01,11,2013-01-11,initial,0.75,2.7,2.03,22.54
001,2013-01-01,12,2013-01-12,initial,0.75,2.43,1.82,20.28
001,2013-01-01,13,2013-01-13,initial,0.75,2.11,1.58,17.55
001,2013-01-01,14,2013-01-14,initial,0.75,2.51,1.88,20.9
001,2013-01-01,15,2013-01-15,initial,0.75,2.27,1.7,18.88
001,2013-01-01,16,2013-01-16,development,0.764,2.69,2.05,22.82
001,2013-01-01,17,2013-01-17,development,0.778,2.45,1.9,21.16
001,2013-01-01,18,2013-01-18,development,0.792,2.39,1.89,21.05
001,2013-01-01,19,2013-01-19,development,0.806,2.61,2.1,23.34
001,2013-01-01,20,2013-01-20,development,0.82,2.47,2.02,22.48
001,2013-01-01,21,2013-01-21,development,0.834,2.42,2.02,22.4
001,2013-01-01,22,2013-01-22,development,0.848,2.52,2.14,23.79
001,2013-01-01,23,2013-01-23,development,0.862,2.76,2.38,26.4
001,2013-01-01,24,2013-01-24,development,0.876,2.08,1.82,20.27
001,2013-01-01,25,2013-01-25,development,0.89,2.53,2.25,25.0
001,2013-01-01,26,2013-01-26,development,0.904,2.71,2.45,27.22
001,2013-01-01,27,2013-01-27,development,0.918,2.23,2.05,22.74
001,2013-01-01,28,2013-01-28,development,0.932,2.18,2.03,22.56
001,2013-01-01,29,2013-01-29,development,0.946,2.93,2.77,30.77
001,2013-01-01,30,2013-01-30,development,0.96,2.63,2.52,28.04
001,2013-01-01,31,2013-01-31,development,0.974,3.22,3.13,34.82
001,2013-01-01,32,2013-02-01,development,0.988,2.63,2.6,28.92
001,2013-01-01,33,2013-02-02,development,1.002,2.66,2.66,29.59
001,2013-01-01,34,2013-02-03,development,1.016,2.7,2.75,30.51
001,2013-01-01,35,2013-02-04,development,1.03,2.86,2.95,32.78
001,2013-01-01,36,2013-02-05,development,1.044,2.9,3.02,33.61
001,2013-01-01,37,2013-02-06,development,1.058,2.54,2.68,29.82
001,2013-01-01,38,2013-02-07,development,1.072,2.73,2.93,32.51
001,2013-01-01,39,2013-02-08,development,1.086,2.82,3.06,33.97
001,2013-01-01,40,2013-02-09,development,1.1,2.65,2.92,32.44
001,2013-01-01,41,2013-02-10,mid,1.1,2.79,3.07,34.08
001,2013-01-01,42,2013-02-11,mid,1.1,2.75,3.02,33.58
001,2013-01-01,43,2013-02-12,mid,1.1,2.82,3.1,34.42
001,2013-01-01,44,2013-02-13,mid,1.1,3.4,3.74,41.55
001,2013-01-01,45,2013-02-14,mid,1.1,3.32,3.66,40.64
001,2013-01-01,46,2013-02-15,mid,1.1,3.01,3.31,36.82
001,2013-01-01,47,2013-02-16,mid,1.1,3.33,3.67,40.75
001,2013-01-01,48,2013-02-17,mid,1.1,3.51,3.86,42.93
001,2013-01-01,49,2013-02-18,mid,1.1,3.17,3.48,38.71
001,2013-01-01,50,2013-02-19,mid,1.1,2.78,3.06,34.02
001,2013-01-01,51,2013-02-20,mid,1.1,3.8,4.18,46.49
001,2013-01-01,52,2013-02-21,mid,1.1,2.65,2.92,32.4
001,2013-01-01,53,2013-02-22,mid,1.1,3.14,3.46,38.44
001,2013-01-01,54,2013-02-23,mid,1.1,3.62,3.99,44.29
001,2013-01-01,55,2013-02-24,mid,1.1,3.96,4.35,48.36
001,2013-01-01,56,2013-02-25,mid,1.1,3.17,3.48,38.71
001,2013-01-01,57,2013-02-26,mid,1.1,3.4,3.74,41.51
001,2013-01-01,58,2013-02-27,mid,1.1,3.75,4.12,45.81
001,2013-01-01,59,2013-02-28,mid,1.1,3.39,3.73,41.48
001,2013-01-01,60,2013-03-01,mid,1.1,3.61,3.97,44.16
001,2013-01-01,61,2013-03-02,mid,1.1,3.57,3.92,43.61
001,2013-01-01,62,2013-03-03,mid,1.1,3.71,4.08,45.37
001,2013-01-01,63,2013-03-04,mid,1.1,3.77,4.15,46.1
001,2013-01-01,64,2013-03-05,mid,1.1,3.49,3.84,42.64
001,2013-01-01,65,2013-03-06,mid,1.1,3.8,4.18,46.42
001,2013-01-01,66,2013-03-07,mid,1.1,3.07,3.38,37.58
001,2013-01-01,67,2013-03-08,mid,1.1,4.04,4.44,49.38
001,2013-01-01,68,2013-03-09,mid,1.1,3.34,3.67,40.77
001,2013-01-01,69,2013-03-10,mid,1.1,3.72,4.1,45.5
001,2013-01-01,70,2013-03-11,mid,1.1,3.91,4.3,47.82
001,2013-01-01,71,2013-03-12,late,1.093,4.03,4.41,48.96
001,2013-01-01,72,2013-03-13,late,1.087,4.35,4.72,52.49
001,2013-01-01,73,2013-03-14,late,1.08,3.59,3.88,43.07
001,2013-01-01,74,2013-03-15,late,1.073,4.4,4.72,52.43
001,2013-01-01,75,2013-03-16,late,1.067,4.5,4.8,53.38
001,2013-01-01,76,2013-03-17,late,1.06,4.2,4.45,49.43
001,2013-01-01,77,2013-03-18,late,1.053,4.48,4.72,52.41
001,2013-01-01,78,2013-03-19,late,1.047,4.46,4.67,51.87
001,2013-01-01,79,2013-03-20,late,1.04,4.07,4.23,47.03
001,2013-01-01,80,2013-03-21,late,1.033,4.24,4.38,48.64
001,2013-01-01,81,2013-03-22,late,1.027,4.12,4.23,46.99
001,2013-01-01,82,2013-03-23,late,1.02,4.51,4.6,51.09
001,2013-01-01,83,2013-03-24,late,1.013,4.51,4.57,50.82
001,2013-01-01,84,2013-03-25,late,1.007,4.22,4.25,47.17
001,2013-01-01,85,2013-03-26,late,1.0,4.5,4.5,49.96
001,2014-01-01,1,2014-01-01,initial,0.75,2.42,1.81,20.16
001,2014-01-01,2,2014-01-02,initial,0.75,2.25,1.69,18.76
001,2014-01-01,3,2014-01-03,initial,0.75,1.85,1.38,15.38
001,2014-01-01,4,2014-01-04,initial,0.75,1.7,1.28,14.2
001,2014-01-01,5,2014-01-05,initial,0.75,2.3,1.73,19.17
001,2014-01-01,6,2014-01-06,initial,0.75,2.02,1.52,16.87
001,2014-01-01,7,2014-01-07,initial,0.75,2.41,1.81,20.12
001,2014-01-01,8,2014-01-08,initial,0.75,2.13,1.59,17.72
001,2014-01-01,9,2014-01-09,initial,0.75,2.32,1.74,19.34
